#   #http://vizier.u-strasbg.fr/viz-bin/VizieR-3?-source=J/AJ/155/196/table1
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-05-18T09:51:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5cdfd5143f99	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/AJ/155/196&tab:{J/AJ/155/196/table1}&key:source=J/AJ/155/196/table1&HTTPPRM:&&-ref=VIZ5cdfd5143f99&-out.max=unlimited&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/AJ/155/196/table1&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=EPIC&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=Ksmag&-out=(V-Ks)u&-out=E(V-Ks)&-out=Ksmag0&-out=Per1&-out=Per2&-out=Per3&-out=Per4&-out=Disk&-out=SimbadName&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/AJ/155/196/table1
#-source=J/AJ/155/196/table1
#-out=EPIC
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=Ksmag
#-out=(V-Ks)u
#-out=E(V-Ks)
#-out=Ksmag0
#-out=Per1
#-out=Per2
#-out=Per3
#-out=Per4
#-out=Disk
#-out=SimbadName
#

#RESOURCE=yCat_51550196
#Name: J/AJ/155/196
#Title: Analysis of K2 LCs for members of USco & {rho} Oph (Rebull+, 2018)
#Table	J_AJ_155_196_table1:
#Name: J/AJ/155/196/table1
#Title: Periods and supporting data for USco and {rho} Oph members with K2 light curves
#Column	EPIC	(I9)	[202499459/210282557] Ecliptic Plane Input Catalog identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	[4.57/19.1]? Apparent V band Vega magnitude	[ucd=phot.mag;em.opt.V]
#Column	Ksmag	(F5.2)	[2.24/16.75]? Apparent K_s_ band Vega magnitude	[ucd=phot.mag;em.IR.K]
#Column	(V-Ks)u	(F5.2)	[-0.41/18.3]? The (V-K_s_) color used (1)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	E(V-Ks)	(F5.2)	[0/36.36]? Adopted (V-K_s_) color excess (see Section 2.4)	[ucd=phot.color.excess]
#Column	Ksmag0	(F5.2)	[2.1/16.66]? Dereddened K_s_ band Vega magnitude	[ucd=phot.mag;em.IR.K]
#Column	Per1	(F7.4)	[0.0476/38.3933]? Primary period (taken to be the rotation period, see text)	[ucd=time.period]
#Column	Per2	(F7.4)	[0.0458/23.9255]? Secondary period	[ucd=time.period]
#Column	Per3	(F7.4)	[0.045/12.9722]? Tertiary period	[ucd=time.period]
#Column	Per4	(F7.4)	[0.0452/18.3921]? Quaternary period	[ucd=time.period]
#Column	Disk	(a5)	IR excess (disk) is present? (maybe, yes or no)	[ucd=meta.code]
#Column	SimbadName	(A14)	Simbad column added by the CDS	[ucd=meta.id]
EPIC	RAJ2000	DEJ2000	Vmag	Ksmag	(V-Ks)u	E(V-Ks)	Ksmag0	Per1	Per2	Per3	Per4	Disk	SimbadName
203468205	16 08 43.40	-26 02 16.7	10.38	 7.91	 2.47	 0.45	 7.85	 2.2211	       	       	       	no   	EPIC 203468205
203660895	16 08 43.66	-25 22 36.5	 8.80	 7.25	 1.55	 0.50	 7.19	 3.8580	       	       	       	no   	EPIC 203660895
203898731	16 08 45.64	-24 30 00.3	     	11.24	 5.71	 0.25	11.21	 1.7833	       	       	       	no   	EPIC 203898731
204324196	16 08 46.06	-22 46 59.4	     	10.88	 5.49	 0.43	10.83	 3.1314	       	       	       	no   	EPIC 204324196
202710503	16 08 46.75	-28 38 59.9	     	10.43	 5.21	 0.16	10.41	 2.9021	       	       	       	no   	
203897643	16 08 47.39	-24 30 15.2	     	10.77	 6.11	 1.94	10.52	 0.6426	 0.5131	       	       	no   	EPIC 203897643
204094503	16 08 48.36	-23 41 21.1	     	11.59	 6.41	 0.57	11.52	 1.6533	       	       	       	yes  	EPIC 204094503
204507317	16 08 50.33	-22 03 28.7	     	10.83	 5.73	 0.55	10.76	 3.8666	       	       	       	no   	EPIC 204507317
204852312	16 08 54.07	-20 34 18.4	     	10.00	 6.33	 0.79	 9.90	 0.4583	 0.4317	       	       	no   	EPIC 204852312
204565769	16 08 56.28	-21 48 48.9	     	 9.64	 4.71	 0.49	 9.58	 9.4538	       	       	       	no   	
204854345	16 08 56.72	-20 33 45.8	     	 8.62	 3.59	 0.24	 8.59	 5.3133	       	       	       	no   	EPIC 204854345
202724025	16 08 56.94	-28 35 57.7	     	 9.63	 5.67	 1.82	 9.40	 0.2595	 0.2795	       	       	no   	EPIC 202724025
204894630	16 08 57.45	-20 22 47.2	     	11.10	 5.68	 0.40	11.04	 1.0190	       	       	       	no   	
203815783	16 08 58.69	-24 49 36.5	     	11.41	 5.64	 0.41	11.36	 1.5624	       	       	       	no   	EPIC 203815783
205152244	16 09 00.01	-19 08 37.1	     	10.96	 6.29	 0.67	10.87	 1.8142	       	       	       	yes  	EPIC 205152244
202957873	16 09 00.50	-27 45 19.7	     	11.24	 6.13	 0.05	11.24	 0.7722	 0.3686	       	       	no   	EPIC 202957873
204871202	16 09 00.70	-20 29 08.8	     	12.17	10.21	 1.68	11.95	 1.6390	 1.9004	       	       	yes  	EPIC 204871202
205151387	16 09 00.76	-19 08 52.6	     	 9.15	 4.75	 0.86	 9.04	 9.9623	       	       	       	yes  	EPIC 205151387
202960425	16 09 00.94	-27 44 46.8	     	10.80	 6.07	 0.70	10.71	 0.6452	 2.0169	       	       	no   	
202978875	16 09 01.67	-27 40 52.3	     	11.95	 6.97	 0.52	11.88	 0.3057	       	       	       	no   	EPIC 202978875
204555809	16 09 01.97	-21 51 22.7	     	12.63	 7.80	 0.70	12.54	 0.2693	       	       	       	no   	EPIC 204555809
204172838	16 09 02.00	-23 22 40.4	     	10.11	 5.25	 0.35	10.06	 4.5648	       	       	       	no   	EPIC 204172838
205181377	16 09 02.59	-18 59 44.0	 7.78	 7.01	 0.77	 0.73	 6.92	       	       	       	       	no   	EPIC 205181377
205046848	16 09 03.96	-19 39 45.8	     	10.37	 5.77	 0.35	10.32	 4.4663	       	       	       	no   	EPIC 205046848
205066998	16 09 04.05	-19 34 00.0	     	10.88	 7.45	 2.22	10.59	 3.0945	 0.4205	       	       	no   	EPIC 205066998
204418005	16 09 04.50	-22 24 52.5	     	11.99	 7.51	 0.82	11.89	 2.1809	       	       	       	yes  	EPIC 204418005
205626492	16 09 04.58	-16 16 32.7	     	10.75	 5.92	 0.38	10.70	 0.3286	       	       	       	no   	
203913100	16 09 05.10	-24 26 28.5	     	10.98	 5.42	 0.36	10.94	 2.1167	       	       	       	no   	EPIC 203913100
204100531	16 09 07.75	-23 39 54.5	     	11.13	 6.37	 0.38	11.08	 1.2548	       	       	       	no   	EPIC 204100531
203009876	16 09 07.76	-27 34 22.5	     	11.42	 5.52	 2.18	11.14	 1.1937	       	       	       	no   	EPIC 203009876
204448136	16 09 08.81	-22 17 47.0	     	12.07	 6.12	 0.04	12.07	 0.3899	       	       	       	no   	EPIC 204448136
204328391	16 09 09.38	-22 45 59.2	     	10.53	 5.41	 0.70	10.44	 5.4266	       	       	       	no   	EPIC 204328391
205034152	16 09 13.38	-19 43 28.4	     	10.60	 5.59	 0.42	10.54	 3.6200	       	       	       	no   	EPIC 205034152
202539362	16 09 13.64	-29 18 15.6	 9.11	 8.07	 1.04	 0.03	 8.06	 0.5689	       	       	       	no   	EPIC 202539362
205056060	16 09 15.80	-19 37 06.4	     	11.46	 5.90	 0.14	11.44	 1.7251	       	       	       	no   	EPIC 205056060
204093677	16 09 16.88	-23 41 32.5	     	10.97	 6.25	 0.29	10.94	 0.3628	       	       	       	no   	EPIC 204093677
205558283	16 09 20.41	-16 46 40.3	11.40	 8.15	 3.25	 0.70	 8.06	       	       	       	       	no   	EPIC 205558283
205092303	16 09 20.54	-19 26 32.1	     	12.08	 6.94	 0.70	11.99	 1.7205	       	       	       	yes  	EPIC 205092303
204429883	16 09 20.62	-22 22 05.9	15.90	 9.50	 6.40	 0.66	 9.41	 0.3236	 0.3286	 1.4699	 0.3586	no   	EPIC 204429883
205089268	16 09 20.88	-19 27 25.9	 8.04	 7.48	 0.56	 0.52	 7.41	       	       	       	       	yes  	EPIC 205089268
204602441	16 09 21.36	-21 39 34.4	     	11.03	 6.56	 0.42	10.97	       	       	       	       	yes  	EPIC 204602441
203581504	16 09 26.93	-25 39 08.4	     	11.70	 6.26	 0.70	11.61	 0.5917	 0.6765	       	       	no   	
205203376	16 09 29.19	-18 52 53.7	     	 8.38	 4.36	 0.38	 8.33	11.3478	12.0726	       	       	no   	EPIC 205203376
204086791	16 09 29.38	-23 43 12.1	     	13.22	 7.90	 0.64	13.13	 0.5256	 0.4435	       	       	no   	EPIC 204086791
204517282	16 09 29.69	-22 00 58.2	     	 9.57	 4.88	 0.66	 9.49	 5.7150	       	       	       	no   	
204756726	16 09 30.18	-20 59 53.6	     	12.98	 7.44	 0.77	12.89	 1.5928	       	       	       	yes  	EPIC 204756726
203362293	16 09 30.22	-26 23 41.9	     	12.49	 6.25	 0.39	12.44	 1.0369	       	       	       	no   	
203842174	16 09 30.34	-24 43 37.8	     	 9.50	 5.17	 0.75	 9.41	 2.4318	       	       	       	no   	EPIC 203842174
204824603	16 09 31.08	-20 41 46.3	     	10.14	 6.36	 0.54	10.07	 3.0965	       	       	       	no   	
204398857	16 09 31.65	-22 29 22.4	     	 9.15	 5.13	 0.63	 9.07	12.8007	       	       	       	yes  	EPIC 204398857
204397879	16 09 32.29	-22 29 35.9	     	10.48	 5.67	 0.35	10.44	 3.6661	       	       	       	yes  	EPIC 204397879
205164400	16 09 33.77	-19 04 56.5	     	 9.85	 5.23	 0.19	 9.83	13.3686	       	       	       	no   	EPIC 205164400
204608292	16 09 35.74	-21 38 05.9	     	 9.91	 5.29	 0.79	 9.81	 4.3972	 0.8302	       	       	no   	EPIC 204608292
204769996	16 09 36.07	-20 56 25.8	     	11.68	 6.31	 0.51	11.62	 1.7179	       	       	       	no   	
205218826	16 09 36.53	-18 48 01.1	     	10.28	 6.95	 1.94	10.03	 1.7339	 3.3644	       	       	yes  	EPIC 205218826
204783273	16 09 37.06	-20 52 53.2	     	11.98	 6.28	 0.19	11.95	 1.1105	       	       	       	no   	EPIC 204783273
204388140	16 09 39.67	-22 31 54.1	     	10.74	 5.76	 0.30	10.70	 3.7293	       	       	       	no   	EPIC 204388140
204518032	16 09 39.70	-22 00 46.5	     	 9.30	 4.69	 0.49	 9.24	 6.5057	       	       	       	no   	
204447221	16 09 40.99	-22 17 59.4	12.56	 8.44	 4.12	 0.16	 8.42	 9.7421	       	       	       	yes  	EPIC 204447221
203844180	16 09 43.53	-24 43 10.0	     	12.17	 6.02	 0.40	12.12	 0.8422	       	       	       	no   	
203893268	16 09 45.22	-24 31 18.6	     	 9.14	 3.98	 0.70	 9.05	 6.3604	       	       	       	no   	EPIC 203893268
204288433	16 09 46.33	-22 55 34.0	     	11.03	 6.08	 0.35	10.98	 1.8162	       	       	       	maybe	EPIC 204288433
205054287	16 09 46.44	-19 37 36.3	     	 9.63	 4.70	 0.09	 9.62	 4.1534	       	       	       	no   	EPIC 205054287
205477423	16 09 46.87	-17 19 44.9	     	 8.69	 3.55	 0.70	 8.60	 5.4103	       	       	       	no   	
203837143	16 09 49.54	-24 44 47.1	     	10.07	 4.58	 0.36	10.02	 8.9081	       	       	       	no   	
203065387	16 09 51.06	-27 22 42.0	     	12.45	 7.45	 0.07	12.44	 0.5432	       	       	       	no   	EPIC 203065387
203856109	16 09 51.96	-24 40 20.0	     	12.13	 6.95	 0.83	12.03	 1.4332	       	       	       	yes  	EPIC 203856109
204982702	16 09 52.06	-19 58 06.8	     	10.46	 6.23	 0.09	10.45	 2.4030	       	       	       	yes  	EPIC 204982702
204614722	16 09 52.16	-21 36 28.1	     	11.57	 7.39	 0.00	11.57	 0.7016	 0.6073	       	       	no   	EPIC 204614722
203849738	16 09 52.87	-24 41 53.5	     	10.93	 6.17	 0.45	10.87	 0.6190	       	       	       	no   	EPIC 203849738
205383125	16 09 53.60	-17 54 47.6	     	11.53	 6.72	 0.69	11.44	       	       	       	       	yes  	EPIC 205383125
205157836	16 09 54.42	-19 06 55.0	     	 9.60	 5.02	 0.91	 9.48	16.3202	       	       	       	no   	EPIC 205157836
204472125	16 09 56.95	-22 12 02.9	     	12.66	 6.94	 0.38	12.62	 0.8158	       	       	       	no   	EPIC 204472125
204419255	16 09 58.05	-22 24 34.8	 7.71	 6.88	 0.83	 0.46	 6.82	       	       	       	       	yes  	EPIC 204419255
204078097	16 09 58.51	-23 45 18.9	     	11.62	 7.04	 0.74	11.53	 1.4106	       	       	       	yes  	EPIC 204078097
204121113	16 09 58.62	-23 34 55.9	     	 8.93	 4.16	 0.00	 8.93	 1.6718	       	       	       	no   	
205366676	16 09 59.32	-18 00 09.2	     	10.34	 5.92	 0.32	10.30	 3.6874	       	       	       	yes  	EPIC 205366676
204538466	16 09 59.89	-21 55 42.8	     	13.31	 7.38	 0.65	13.22	 0.8738	       	       	       	no   	EPIC 204538466
204551703	16 10 01.29	-21 52 24.6	     	11.71	 6.75	 0.23	11.68	 1.7492	 1.8095	       	       	no   	EPIC 204551703
204059992	16 10 01.83	-23 49 43.5	     	10.13	 5.79	 1.87	 9.89	 1.0779	 1.4330	       	       	no   	EPIC 204059992
203036995	16 10 03.10	-27 28 39.8	     	 9.84	 5.62	 0.29	 9.80	 0.9301	 0.7757	       	       	no   	EPIC 203036995
203036352	16 10 03.93	-27 28 48.2	     	11.20	 5.61	 0.00	11.20	 0.7104	       	       	       	no   	
204630363	16 10 05.02	-21 32 31.8	13.50	 8.95	 4.55	 1.25	 8.79	 6.6566	       	       	       	yes  	EPIC 204630363
204649301	16 10 06.08	-21 27 44.0	     	13.77	 8.99	 1.25	13.61	       	       	       	       	yes  	EPIC 204649301
205026365	16 10 10.39	-19 45 40.0	     	10.41	 5.66	 0.35	10.36	 2.0262	       	       	       	no   	EPIC 205026365
205024957	16 10 10.99	-19 46 04.2	     	11.38	 6.19	 0.47	11.32	 1.6656	       	       	       	yes  	EPIC 205024957
204212486	16 10 11.64	-23 13 24.0	     	 9.07	 4.84	 0.82	 8.97	25.1229	       	       	       	no   	
202633073	16 10 13.16	-28 56 30.8	     	13.14	 7.55	 0.38	13.09	       	       	       	       	no   	EPIC 202633073
205005589	16 10 14.45	-19 51 37.8	     	10.23	 5.68	 0.40	10.18	 5.1176	       	       	       	maybe	
205117205	16 10 14.72	-19 19 09.7	     	10.03	 5.69	 0.83	 9.92	 6.2895	       	       	       	no   	EPIC 205117205
202515599	16 10 15.41	-29 23 56.2	     	12.08	 6.46	 0.00	12.08	 0.5851	       	       	       	no   	
203756600	16 10 18.88	-25 02 32.5	     	11.26	 6.12	 0.22	11.24	       	       	       	       	yes  	EPIC 203756600
203756781	16 10 19.19	-25 02 30.3	11.98	 8.36	 3.61	 0.26	 8.33	18.2246	       	       	       	no   	EPIC 203756781
204133691	16 10 20.85	-23 31 55.8	     	11.05	 6.01	 0.32	11.01	 0.8106	       	       	       	no   	EPIC 204133691
205040772	16 10 21.51	-19 41 32.1	     	 9.86	 5.63	 0.34	 9.82	 1.1189	       	       	       	no   	EPIC 205040772
202915242	16 10 21.53	-27 54 17.6	     	11.20	 6.09	 0.28	11.16	 1.2661	 1.7012	       	       	no   	
205167008	16 10 21.73	-19 04 06.8	     	 9.62	 5.16	 0.81	 9.52	 4.1422	       	       	       	no   	EPIC 205167008
204217309	16 10 23.43	-23 12 17.8	     	10.16	 5.91	 0.61	10.08	 0.2655	 0.4697	       	       	no   	EPIC 204217309
202585030	16 10 24.19	-29 07 29.3	     	 9.07	 3.90	 0.70	 8.98	38.3933	       	       	       	no   	
205133963	16 10 24.73	-19 14 07.5	     	10.33	 5.98	 0.92	10.21	 1.5750	       	       	       	no   	EPIC 205133963
203596697	16 10 25.15	-25 35 59.3	     	10.80	 6.01	 0.70	10.71	 0.5868	       	       	       	no   	EPIC 203596697
204242194	16 10 25.35	-23 06 23.4	 7.79	 7.24	 0.55	 0.65	 7.16	       	       	       	       	no   	EPIC 204242194
204484164	16 10 26.24	-22 09 10.8	     	 9.02	 5.51	 0.78	 8.92	 0.8685	       	       	       	no   	
204392438	16 10 26.48	-22 30 53.7	     	10.47	 5.89	 0.56	10.40	 0.9250	       	       	       	no   	EPIC 204392438
202904813	16 10 26.53	-27 56 29.4	     	 9.57	 4.36	 0.00	 9.57	 1.2227	       	       	       	no   	EPIC 202904813
205145188	16 10 28.18	-19 10 44.5	     	11.79	 7.03	 1.17	11.64	 1.7554	       	       	       	yes  	EPIC 205145188
205164892	16 10 28.57	-19 04 46.8	     	 8.71	 5.24	 0.95	 8.59	 6.6595	       	       	       	yes  	EPIC 205164892
204464828	16 10 28.87	-22 13 47.8	 9.69	 7.23	 2.46	 0.51	 7.16	 2.2616	       	       	       	no   	EPIC 204464828
205247191	16 10 30.07	-18 39 06.8	     	10.55	 7.35	 1.35	10.38	 3.9060	       	       	       	no   	EPIC 205247191
204487447	16 10 30.68	-22 08 23.2	     	11.76	 7.07	 1.17	11.61	 2.0221	       	       	       	yes  	EPIC 204487447
203692610	16 10 31.61	-25 16 02.1	     	11.60	 5.71	 0.42	11.55	 1.8210	       	       	       	no   	EPIC 203692610
205137430	16 10 31.95	-19 13 06.0	13.56	 8.99	 4.57	 0.73	 8.90	12.2019	       	       	       	no   	EPIC 205137430
204870669	16 10 35.24	-20 29 17.1	     	11.71	 6.91	 0.54	11.64	 1.3834	       	       	       	no   	EPIC 204870669
205124839	16 10 39.55	-19 16 52.7	     	10.27	 5.63	 0.23	10.24	 4.7046	       	       	       	no   	EPIC 205124839
204841911	16 10 39.77	-20 37 09.7	     	 9.95	 5.67	 1.24	 9.79	 3.5907	       	       	       	no   	
204495624	16 10 42.58	-22 06 21.5	     	11.50	 6.44	 0.35	11.45	 1.9662	       	       	       	yes  	EPIC 204495624
205132185	16 10 42.91	-19 14 40.8	     	 8.55	 3.23	 0.70	 8.46	       	       	       	       	no   	
205106221	16 10 43.91	-19 22 26.1	     	 9.93	 5.32	 0.31	 9.89	 5.4330	       	       	       	no   	EPIC 205106221
202879519	16 10 44.58	-28 01 53.9	     	10.77	 6.01	 0.00	10.77	 5.0729	       	       	       	     	
202880081	16 10 44.77	-28 01 46.9	     	10.25	 4.93	 1.00	10.12	 5.0735	       	       	       	     	
205241182	16 10 46.36	-18 41 00.2	     	11.27	 6.86	 2.86	10.90	 2.0914	       	       	       	yes  	EPIC 205241182
204354278	16 10 47.14	-22 39 49.2	     	14.02	 9.50	 2.57	13.69	       	       	       	       	no   	EPIC 204354278
204468732	16 10 49.95	-22 12 51.7	     	11.73	 7.17	 0.98	11.60	 0.7695	 0.4794	       	       	no   	EPIC 204468732
204530046	16 10 50.10	-21 57 48.5	     	10.79	 6.28	 1.05	10.66	 1.9662	       	       	       	yes  	EPIC 204530046
205054397	16 10 52.39	-19 37 34.7	     	10.73	 6.11	 0.54	10.66	 1.8094	       	       	       	yes  	EPIC 205054397
204902065	16 10 52.59	-20 20 42.4	     	11.08	 5.16	 0.65	11.00	       	       	       	       	no   	
204230492	16 10 54.27	-23 09 11.3	     	12.12	 9.91	 0.31	12.08	 0.3508	       	       	       	no   	EPIC 204230492
204655153	16 10 54.99	-21 26 14.1	     	11.78	 6.94	 0.60	11.70	 0.5200	       	       	       	no   	EPIC 204655153
204060981	16 10 56.18	-23 49 29.2	     	 9.47	 5.80	 0.60	 9.40	 0.3996	 0.3802	       	       	no   	EPIC 204060981
204501712	16 10 56.91	-22 04 51.5	     	11.40	 6.30	 0.52	11.33	 2.0304	       	       	       	yes  	
203716047	16 10 57.91	-25 11 10.3	     	 9.93	 5.40	 0.26	 9.90	 0.8548	 1.4424	       	       	no   	EPIC 203716047
204117263	16 11 02.10	-23 35 50.7	     	10.95	 6.11	 0.35	10.91	 0.6423	       	       	       	no   	EPIC 204117263
203912136	16 11 03.61	-24 26 42.9	     	13.70	 8.68	 1.43	13.52	       	       	       	       	yes  	EPIC 203912136
204127977	16 11 04.79	-23 33 16.6	     	 9.66	 4.08	 0.12	 9.64	 4.8715	       	       	       	no   	
204584635	16 11 05.67	-21 44 03.3	14.42	 9.24	 5.19	 0.76	 9.14	 6.6695	       	       	       	no   	
204401119	16 11 07.37	-22 28 50.4	     	11.33	 6.81	 0.00	11.33	 1.7910	 1.6487	       	       	yes  	EPIC 204401119
203754361	16 11 07.43	-25 03 01.8	     	 9.62	 5.43	 0.34	 9.58	 2.2213	 0.6942	       	       	no   	EPIC 203754361
204233574	16 11 08.89	-23 08 28.3	     	 9.95	 5.17	 0.00	 9.95	 1.3910	       	       	       	no   	EPIC 204233574
204561327	16 11 09.19	-21 49 56.4	     	11.60	 6.37	 0.75	11.50	 0.9460	       	       	       	no   	
205068630	16 11 10.94	-19 33 32.4	     	11.24	 6.47	 1.24	11.08	 2.0068	       	       	       	yes  	EPIC 205068630
205088645	16 11 12.36	-19 27 37.7	     	11.67	 7.29	 1.21	11.51	       	       	       	       	yes  	EPIC 205088645
204908189	16 11 13.30	-20 19 03.2	     	 9.56	 5.15	 3.33	 9.13	       	       	       	       	yes  	EPIC 204908189
204907231	16 11 13.94	-20 19 19.1	     	10.41	 6.13	 0.68	10.32	 7.8027	       	       	       	no   	EPIC 204907231
205375290	16 11 15.34	-17 57 21.4	     	 9.20	 4.89	 0.61	 9.12	 6.0160	       	       	       	yes  	EPIC 205375290
204217530	16 11 15.96	-23 12 14.6	 9.01	 7.77	 1.24	 0.29	 7.73	 0.2259	 0.4245	 0.6096	 0.2812	yes  	EPIC 204217530
203278103	16 11 16.85	-26 39 33.4	     	11.42	 5.53	 0.00	11.42	 1.6980	       	       	       	no   	
204467584	16 11 17.04	-22 13 08.9	     	10.58	 6.35	 1.36	10.40	 2.0726	       	       	       	yes  	EPIC 204467584
204450240	16 11 17.11	-22 17 17.3	     	13.25	 8.07	 0.70	13.16	 0.3625	       	       	       	yes  	EPIC 204450240
203851946	16 11 17.44	-24 41 20.5	     	10.44	 5.41	 0.19	10.41	 1.9135	       	       	       	no   	
205374937	16 11 18.12	-17 57 28.9	15.36	 9.33	 6.03	 0.57	 9.26	 0.6345	 0.5436	       	       	no   	EPIC 205374937
205355375	16 11 18.20	-18 03 58.5	     	11.76	 6.98	 0.22	11.73	 1.1569	       	       	       	no   	EPIC 205355375
203759570	16 11 18.46	-25 01 55.0	     	11.31	 5.80	 0.22	11.29	 1.8105	       	       	       	no   	
204187094	16 11 19.06	-23 19 20.4	     	10.70	 7.40	 0.49	10.63	 2.4407	       	       	       	yes  	EPIC 204187094
204296945	16 11 23.98	-22 53 32.8	     	10.65	 5.21	 0.37	10.60	11.8925	       	       	       	no   	EPIC 204296945
203318214	16 11 26.02	-26 31 55.9	     	 9.57	 5.21	 0.49	 9.50	 4.1841	       	       	       	yes  	EPIC 203318214
204099713	16 11 26.29	-23 40 06.3	     	12.47	 6.85	 0.57	12.40	 1.7984	       	       	       	no   	EPIC 204099713
205249328	16 11 31.34	-18 38 25.9	12.63	 5.78	 6.85	 2.86	 5.42	       	       	       	       	yes  	EPIC 205249328
204365837	16 11 31.80	-22 37 08.5	     	11.85	 6.61	 0.30	11.82	 1.7422	       	       	       	no   	EPIC 204365837
203686287	16 11 32.85	-25 17 20.8	     	10.83	 5.54	 0.00	10.83	 2.7112	       	       	       	no   	
204439854	16 11 34.69	-22 19 44.4	     	12.33	 6.92	 0.73	12.23	 1.1840	       	       	       	no   	EPIC 204439854
204074274	16 11 37.60	-23 46 15.0	     	11.21	 5.98	 0.41	11.16	 1.8029	       	       	       	no   	EPIC 204074274
204478864	16 11 37.84	-22 10 27.6	     	10.13	 5.32	 0.69	10.04	 2.2060	       	       	       	no   	EPIC 204478864
204239143	16 11 38.36	-23 07 07.5	     	12.78	 7.31	 0.70	12.69	 0.7202	       	       	       	no   	EPIC 204239143
204220275	16 11 40.39	-23 11 34.9	     	11.62	 7.68	 0.71	11.53	 1.3318	       	       	       	no   	EPIC 204220275
203645396	16 11 42.60	-25 25 51.4	     	11.26	 7.37	 0.70	11.17	 0.6287	 0.4928	       	       	no   	
203641931	16 11 43.86	-25 26 35.0	     	 8.74	 3.03	 2.77	 8.39	 8.8994	       	       	       	no   	EPIC 203641931
204292655	16 11 45.29	-22 54 33.2	     	11.81	 6.82	 0.70	11.72	 1.5580	 1.7080	       	       	no   	EPIC 204292655
205086621	16 11 45.33	-19 28 13.4	     	11.81	 7.26	 0.99	11.69	 1.7416	       	       	       	yes  	EPIC 205086621
205155253	16 11 46.12	-19 07 42.9	     	11.15	 7.06	 1.11	11.01	 1.7852	       	       	       	yes  	EPIC 205155253
204345402	16 11 47.52	-22 41 55.1	     	11.08	 5.63	 0.58	11.00	 2.7907	       	       	       	no   	
205019241	16 11 49.20	-19 47 43.3	     	10.82	 6.46	 0.57	10.75	 0.9200	       	       	       	no   	EPIC 205019241
204932990	16 11 50.91	-20 12 10.1	     	10.40	 5.91	 0.92	10.28	 2.3120	       	       	       	yes  	EPIC 204932990
204367193	16 11 54.38	-22 36 49.3	     	13.30	 7.45	 0.47	13.24	 0.4835	       	       	       	no   	EPIC 204367193
205034491	16 11 56.25	-19 43 23.2	     	 9.81	 5.44	 0.53	 9.74	 5.9060	       	       	       	no   	EPIC 205034491
204251947	16 11 56.32	-23 04 04.6	     	 8.81	 4.22	 0.39	 8.76	 5.4849	       	       	       	no   	
205091879	16 11 57.63	-19 26 39.1	     	10.19	 6.90	 1.00	10.06	 1.0182	       	       	       	yes  	
203647063	16 11 58.00	-25 25 30.2	 9.62	 7.79	 1.83	 0.49	 7.73	       	       	       	       	no   	EPIC 203647063
205157937	16 11 59.27	-19 06 53.3	11.62	 8.09	 3.53	 1.34	 7.92	 3.6929	       	       	       	no   	
204912351	16 12 02.22	-20 17 55.3	     	11.08	 6.25	 0.47	11.02	 3.2611	       	       	       	no   	
205092842	16 12 02.38	-19 26 22.0	     	10.85	 6.59	 1.08	10.72	 1.7772	       	       	       	yes  	
204817605	16 12 05.05	-20 43 40.5	     	 9.06	 4.96	 0.20	 9.04	 9.3362	       	       	       	yes  	EPIC 204817605
205129147	16 12 05.39	-19 15 35.5	     	 8.79	 4.52	 0.70	 8.70	 8.5895	       	       	       	no   	
205168266	16 12 05.99	-19 03 44.3	 8.00	 6.81	 1.19	 1.39	 6.63	 0.2815	 0.2661	       	       	no   	EPIC 205168266
203538882	16 12 08.12	-25 47 58.1	     	10.31	 5.64	 0.55	10.24	 6.5064	       	       	       	no   	
204857023	16 12 08.24	-20 33 01.6	     	 9.84	 5.94	 1.50	 9.65	 1.4626	 1.8555	       	       	no   	EPIC 204857023
205072354	16 12 10.43	-19 32 27.8	     	11.24	 6.80	 0.68	11.15	 0.7718	       	       	       	no   	EPIC 205072354
204803505	16 12 11.85	-20 47 26.9	     	12.61	 7.83	 0.76	12.51	 4.3632	       	       	       	no   	EPIC 204803505
205156547	16 12 12.41	-19 07 19.3	     	10.96	 7.30	 1.45	10.77	 1.8003	       	       	       	yes  	EPIC 205156547
