#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-29T05:46:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5db7d22c0d7c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=13	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/558/A53&tab:{J/A+A/558/A53/index}&key:source=J/A+A/558/A53/index&HTTPPRM:&
#-source=J/A+A/558/A53/index
#-order=I
#-out=MWSC
#-out=Name
#-out=flag
#-out=Type
#-out=n_Type
#-out=Src
#-out=SType
#-out=N
#

#RESOURCE=yCat_35580053
#Name: J/A+A/558/A53
#Title: Milky Way global survey of star clusters. II. (Kharchenko+, 2013)
#Table	J_A_A_558_A53_index:
#Name: J/A+A/558/A53/index
#Title: List of MWSC objects
#Column	MWSC	(A4)	[1/3784] MWSC sequential number	[ucd=meta.record]
#Column	Name	(a17)	NGC, IC or other common designation	[ucd=meta.number]
#Column	flag	(A1)	Flag of confirmation/no confirmation (G5)	[ucd=meta.code.error]
#Column	Type	(A1)	[agmnrs] Object type (G1)	[ucd=src.class]
#Column	n_Type	(A1)	[oc] object/candidate	[ucd=meta.note]
#Column	Src	(A4)	Source for MWSC list and input parameters (G2)	[ucd=meta.bib]
#Column	SType	(A3)	Source object type (G3)	[ucd=src.class]
#Column	N	(I9)	Number of stars in MWSC sky area	[ucd=meta.number]
MWSC	Name	flag	Type	n_Type	Src	SType	N
1898	Teutsch_143a     	=	r	c	DIAS	   	    28141
1899	Chamaleon_I-s    	&	 	 	BIEM	irc	        0
1900	FSR_1584         	=	 	 	FPOS	   	    21609
1901	vdBergh-Hagen_111	=	 	 	COCD	   	    24179
1902	FSR_1556         	=	r	c	FPOS	   	    10784
1903	IC_2631          	-	n	o	BIEM	irc	        0
1904	Loden_309        	=	r	c	COCD	   	    29251
1905	Loden_280        	=	r	c	DIAS	non	    20412
1906	NGC_3572         	=	 	 	COCD	   	    30419
1907	Basel_17         	=	 	 	COCD	   	    28132
1908	Hogg_10          	=	 	 	DIAS	   	    29617
1909	ASCC_65          	=	r	c	COCD	   	    47340
1910	DBSB_62          	=	 	 	BOPN	irc	    27704
1911	Trumpler_18      	=	 	 	COCD	   	    38141
1912	DBSB_65          	&	 	 	BOPN	irc	        0
1913	Hogg_11          	=	 	 	DIAS	   	    26991
1914	Collinder_240    	:	 	 	DIAS	   	        0
1915	ESO_570-12       	=	r	o	DIAS	rem	     2015
1916	DBSB_59          	:	 	 	BOPN	irc	        0
1917	NGC_3576         	:	n	o	MELN	ass	        0
1918	Hogg_12          	=	 	 	DIAS	   	    26176
1919	DBSB_61          	&	 	 	BOPN	irc	        0
1920	NGC_3590         	=	 	 	COCD	   	    39343
1921	Stock_13         	=	 	 	COCD	   	    29332
1922	ASCC_66          	=	 	 	COCD	   	    20880
1923	FSR_1585         	=	r	o	FPRO	   	    23743
1924	Trumpler_19      	=	 	 	DIAS	   	    32159
1925	FSR_1543         	=	r	o	FPOS	   	     5239
1926	NGC_3603         	=	n	o	DIAS	   	    26035
1927	Hogg_13          	=	 	 	DIAS	non	    26570
1928	DBSB_66          	=	 	 	BOPN	irc	    21694
1929	vdBergh-Hagen_116	&	 	 	FPRO	   	        0
1930	IC_2714          	=	 	 	COCD	   	    39361
1931	FSR_1561         	=	r	o	FPOS	   	    13463
1932	ESO_093-08       	=	g	c	DIAS	   	    17101
1933	Melotte_105      	=	 	 	DIAS	   	    33160
1934	Loden_336        	:	 	 	DIAS	   	        0
1935	FSR_1569         	=	 	 	FPRO	   	    15523
1936	ESO_129-19       	=	 	 	DIAS	dub	    20337
1937	FSR_1560         	=	r	o	FPOS	   	    10952
1938	FSR_1586         	=	 	 	DIAS	irc	    29905
1939	vdBergh-Hagen_118	=	 	 	DIAS	   	    22390
1940	FSR_1598         	=	 	 	FPOS	   	     6523
1941	DBSB_64          	=	 	 	BOPN	irc	    24817
1942	NGC_3680         	=	 	 	COCD	   	     5614
1943	FSR_1593         	=	 	 	FPOS	   	    14212
1944	FSR_1580         	=	 	 	FPRO	   	    20666
1945	FSR_1594         	&	 	 	FPOS	   	        0
1946	DBSB_68          	=	 	 	BOPN	irc	    17455
1947	Palomar_4        	:	g	o	HARR	glo	        0
1948	DBSB_67          	:	 	 	BOPN	irc	        0
1949	DBSB_63          	:	 	 	BOPN	irc	        0
1950	Ruprecht_94      	=	 	 	COCD	   	    40688
1951	Ruprecht_164     	=	 	 	COCD	   	    35654
1952	Loden_372        	=	 	 	COCD	   	    21273
1953	FSR_1583         	=	 	 	FPRO	   	    19307
1954	Loden_402        	=	 	 	COCD	   	    40007
1955	FSR_1607         	=	 	 	FPOS	   	     6289
1956	DBSB_69          	=	 	 	BOPN	irc	    21333
1957	IC_2944          	=	 	 	COCD	   	    38304
1958	NGC_3766         	=	 	 	COCD	   	    48726
1959	FSR_1591         	=	 	 	FPRO	   	    24873
1960	vdBergh-Hagen_121	=	 	 	COCD	   	    34092
1961	IC_2948          	=	 	 	COCD	   	    33636
1962	Cru_OB1          	:	a	o	MELN	ass	        0
1963	ASCC_67          	=	 	 	COCD	   	    47215
1964	Bica_5           	=	 	 	DIAS	rem	    27007
1965	Lynga_15         	=	 	 	DIAS	   	    30804
1966	Ruprecht_95      	=	 	 	DIAS	   	    25607
1967	Loden_466        	&	 	 	DIAS	   	        0
1968	Stock_14         	=	 	 	COCD	   	    39732
1969	FSR_1573         	=	r	o	FPOS	   	     5711
1970	ESO_129-32       	=	 	 	DIAS	dub	    27816
1971	FSR_1597         	=	 	 	FPOS	   	    22057
1972	FSR_1574         	=	 	 	FPOS	   	     5864
1973	Loden_467        	=	 	 	DIAS	non	    32163
1974	DBSB_71          	&	 	 	BOPN	irc	        0
1975	DBSB_72          	=	 	 	BOPN	irc	    18194
1976	FSR_1595         	=	 	 	DIAS	irc	    36115
1977	DBSB_70          	=	r	c	BOPN	irc	    28069
1978	SAI_116          	=	 	 	DIAS	   	    31038
1979	NGC_3909         	=	 	 	DIAS	   	     7207
1980	ESO_217-08       	&	 	 	DIAS	   	        0
1981	DBSB_73          	=	 	 	BOPN	irc	    17690
1982	NGC_3960         	=	 	 	DIAS	var	    16587
1983	Ruprecht_96      	=	 	 	COCD	   	    34785
1984	Loden_481        	=	 	 	COCD	   	    49489
1985	Teutsch_77       	=	 	 	DIAS	   	    30741
1986	Loden_480        	=	 	 	COCD	   	    20984
1987	Ruprecht_97      	=	 	 	DIAS	   	    27097
1988	Ruprecht_98      	=	 	 	COCD	   	    52609
1989	Koposov_1        	:	g	o	HARR	glo	        0
1990	Feigelson_1      	=	m	o	DIAS	var	    47235
1991	NGC_4052         	=	 	 	COCD	   	    34555
1992	Juchert_13       	=	 	 	DIAS	   	    26737
1993	ASCC_68          	=	 	 	COCD	   	    54493
1994	Ruprecht_99      	=	 	 	COCD	   	    43492
1995	Ruprecht_100     	=	 	 	DIAS	   	    35388
1996	ASCC_69          	=	 	 	COCD	   	    26420
1997	NGC_4103         	=	 	 	COCD	   	    41726
1998	ESO_130-06       	=	 	 	COCD	   	    28358
1999	FSR_1605         	=	r	o	DIAS	irc	    24521
2000	Loden_565        	=	 	 	COCD	   	    34686
2001	DBSB_75          	=	 	 	BOPN	irc	    27169
2002	Ruprecht_101     	=	 	 	DIAS	   	    44215
2003	DBSB_74          	:	 	 	BOPN	irc	        0
2004	NGC_4147         	=	g	o	HARR	glo	      582
2005	ESO_130-08       	=	 	 	COCD	   	    30689
2006	Alessi_52        	&	 	 	DIAS	   	        0
2007	Ruprecht_102     	=	 	 	DIAS	   	    38175
2008	FSR_1602         	=	 	 	FPOS	   	    14423
2009	Saurer_4         	=	 	 	DIAS	   	    23397
2010	ASCC_70          	=	 	 	COCD	   	    60668
2011	DBSB_129         	=	 	 	BIRN	irc	    21325
2012	Ruprecht_103     	=	r	o	DREM	ast	    17745
2013	NGC_4230         	=	 	 	DIAS	   	    12006
2014	FSR_1626         	=	 	 	FPOS	   	     5995
2015	Loden_615        	=	 	 	COCD	   	    52483
2016	ASCC_71          	=	 	 	COCD	   	    32323
2017	FSR_1608         	=	 	 	FPOS	   	    15991
2018	FSR_1604         	=	r	o	FPOS	   	     9550
2019	DBSB_76          	:	 	 	BOPN	irc	        0
2020	Melotte_111      	=	 	 	COCD	   	    70947
2021	ESO_130-13       	=	 	 	DIAS	non	    32430
2022	FSR_1612         	&	 	 	FPRO	   	        0
2023	NGC_4337         	=	 	 	DIAS	   	    24042
2024	NGC_4349         	=	 	 	COCD	   	    45302
2025	FSR_1610         	=	 	 	FPOS	   	    13455
2026	ESO_064-05       	=	 	 	DIAS	dub	    20826
2027	Collinder_257    	-	s	o	DIAS	   	        0
2028	Ruprecht_104     	=	 	 	DIAS	   	    26156
2029	NGC_4372         	=	g	o	HARR	glo	    22362
2030	vdBergh-Hagen_131	=	 	 	DIAS	   	    30124
2031	Loden_624        	=	 	 	DIAS	   	    69909
2032	vdBergh-Hagen_132	=	 	 	DIAS	   	    45931
2033	Collinder_258    	=	a	c	COCD	   	    40764
2034	FSR_1609         	=	 	 	FPOS	   	     5509
2035	NGC_4439         	=	 	 	COCD	   	    26600
2036	Ruprecht_165     	=	r	o	DIAS	   	    12348
2037	Hogg_14          	=	 	 	DIAS	   	    21141
2038	Hogg_23          	=	 	 	COCD	   	    27368
2039	FSR_1617         	=	 	 	DIAS	irc	    30815
2040	FSR_1616         	=	 	 	FPOS	   	    36208
2041	ESO_131-09       	=	 	 	DIAS	   	    19575
2042	NGC_4463         	=	 	 	COCD	   	    36293
2043	FSR_1613         	=	r	o	FPOS	   	     6266
2044	ASCC_72          	=	 	 	COCD	   	    38143
2045	Brosch_1         	-	s	o	DREM	ast	        0
2046	ESO_442-04       	=	r	o	DREM	ast	     3113
2047	Ruprecht_105     	=	 	 	COCD	   	    40056
2048	DBSB_77          	=	 	 	BOPN	irc	    17864
2049	FSR_1629         	=	 	 	FPOS	   	     5562
2050	Upgren_1         	-	s	o	DREM	ast	        0
2051	DBSB_78          	=	 	 	BOPN	irc	    21072
2052	FSR_1623         	=	 	 	FPOS	   	    24790
2053	ASCC_73          	=	 	 	COCD	   	    36726
2054	FSR_1620         	=	r	c	FPOS	   	    16397
2055	Collinder_261    	=	 	 	DIAS	   	    29695
2056	FSR_1622         	=	 	 	FPRO	   	    31941
2057	Ruprecht_106     	=	g	o	HARR	glo	     5606
2058	FSR_1621         	=	 	 	FPOS	   	    17801
2059	NGC_4590         	=	g	o	HARR	glo	     2558
2060	Trumpler_20      	=	 	 	DIAS	   	    61887
2061	FSR_1625         	=	 	 	FPOS	   	    25633
2062	NGC_4609         	=	 	 	COCD	   	    34970
2063	Hogg_15          	=	 	 	DIAS	   	    25131
2064	FSR_1631         	=	 	 	FPOS	   	     5737
2065	Loden_682        	=	 	 	COCD	   	    42923
2066	FSR_1630         	=	 	 	FPRO	   	    30293
2067	DBSB_79          	=	 	 	BOPN	irc	    29849
2068	DBSB_80          	=	 	 	BOPN	irc	    20375
2069	ESO_065-03       	=	 	 	DIAS	dub	    15973
2070	Loden_694        	=	a	c	COCD	   	    50168
2071	vdBergh-Hagen_140	=	 	 	DIAS	   	    20883
2072	NGC_4755         	=	a	c	COCD	   	    43857
2073	FSR_1634         	=	r	c	FPOS	   	     4595
2074	FSR_1635         	=	r	c	FPOS	   	     4510
2075	NGC_4815         	=	 	 	DIAS	   	    32022
2076	DBSB_81          	:	 	 	BOPN	irc	        0
2077	NGC_4833         	=	g	o	HARR	glo	    18338
2078	NGC_4852         	=	 	 	COCD	   	    29227
2079	FSR_1638         	=	 	 	FPOS	   	    11312
2080	Cen_OB1          	:	a	o	MELN	ass	        0
2081	FSR_1641         	=	r	c	FPRO	   	    35384
2082	DBSB_82          	:	 	 	BOPN	irc	        0
2083	FSR_1639         	=	r	o	FPOS	   	     7686
2084	Latham_1         	=	r	c	DIAS	   	     1796
2085	DBSB_83          	=	n	o	BOPN	irc	    20838
2086	DBSB_84          	&	n	o	BOPN	irc	        0
2087	DBSB_131         	=	n	o	BIRN	irc	    21101
2088	DBSB_130         	&	n	o	BIRN	irc	        0
2089	FSR_1640         	=	 	 	FPOS	   	     6230
2090	DBSB_132         	&	 	 	BIRN	irc	        0
2091	Loden_757        	=	 	 	DIAS	non	    40638
2092	Danks_1          	=	 	 	DIAS	dub	    19529
2093	Danks_2          	=	 	 	DIAS	   	    21417
2094	NGC_5024         	=	g	o	HARR	glo	     1678
2095	DBSB_133         	=	 	 	BIRN	irc	    28644
2096	NGC_5045         	=	 	 	COCD	   	    75714
2097	DBSB_134         	:	 	 	BIRN	irc	        0
2098	vdBergh-Hagen_144	=	 	 	DIAS	   	    21644
2099	NGC_5043         	=	 	 	COCD	   	    35712
2100	FSR_1646         	=	 	 	FPOS	   	    11050
2101	NGC_5053         	=	g	o	HARR	glo	      878
2102	FSR_1644         	&	 	 	FPOS	   	        0
2103	Collinder_268    	=	 	 	DIAS	   	    22084
2104	DBSB_85          	=	 	 	BOPN	irc	    23224
2105	Stock_16         	=	a	c	COCD	   	    40855
2106	DBSB_86          	&	 	 	BOPN	irc	        0
2107	FSR_1649         	=	 	 	FPOS	   	    13811
2108	Ruprecht_107     	=	 	 	DIAS	   	    28573
2109	FSR_1648         	=	 	 	FPOS	   	    15398
2110	FSR_1645         	=	 	 	DIAS	irc	    37493
2111	FSR_1652         	=	r	c	FPOS	   	    12515
2112	FSR_1642         	=	 	 	FPOS	   	     8989
2113	Collinder_269    	=	 	 	COCD	   	    39836
2114	Teutsch_79       	=	r	c	DIAS	   	    37274
2115	ESO_324-15       	=	 	 	DIAS	   	     3717
2116	Loden_821        	=	 	 	COCD	   	    44767
2117	Loden_807        	=	 	 	COCD	   	    39743
2118	FSR_1651         	=	 	 	DIAS	irc	    30749
2119	Ruprecht_166     	:	 	 	DIAS	   	        0
2120	NGC_5139         	=	g	o	HARR	glo	    55255
2121	NGC_5138         	=	 	 	COCD	   	    28762
2122	Basel_18         	=	 	 	COCD	   	    38073
2123	Hogg_16          	=	 	 	COCD	   	    37416
2124	ESO_065-07       	=	 	 	DIAS	dub	    11052
2125	NGC_5155         	=	 	 	DREM	ast	    48256
2126	Collinder_271    	=	 	 	DIAS	   	    36786
2127	FSR_1657         	=	 	 	DIAS	irc	    23934
2128	Collinder_272    	=	 	 	COCD	   	    52918
2129	NGC_5168         	=	 	 	COCD	   	    36029
2130	ESO_383-10       	-	s	o	DIAS	rem	        0
2131	Trumpler_21      	=	 	 	COCD	   	    40229
2132	Ruprecht_108     	=	r	c	COCD	   	    29198
2133	DBSB_87          	=	 	 	BOPN	irc	    26169
2134	FSR_1653         	=	 	 	FPRO	   	    33669
2135	Loden_915        	=	 	 	COCD	   	    50810
2136	Loden_848        	=	 	 	DIAS	   	    56965
2137	C1331-622        	=	 	 	DIAS	var	    33091
2138	Collinder_275    	=	 	 	DIAS	   	    32513
2139	FSR_1650         	=	 	 	FPOS	   	    19975
2140	ASCC_74          	=	 	 	COCD	   	    32528
2141	ESO_132-14       	=	r	c	DIAS	rem	    30443
2142	Pismis_18        	=	 	 	DIAS	   	    38960
2143	vdBergh-Hagen_150	=	 	 	DREM	dub	    33275
2144	FSR_1659         	=	 	 	FPRO	   	    37080
2145	FSR_1672         	=	r	o	FPOS	   	     5599
2146	Loden_894        	=	r	c	DIAS	   	    36865
2147	vdBergh-Hagen_151	=	n	o	DIAS	   	    24664
2148	FSR_1663         	=	 	 	FPRO	   	    28039
2149	FSR_1656         	=	r	o	FPOS	   	    19157
2150	Platais_10       	=	 	 	COCD	   	   262650
2151	FSR_1654         	=	 	 	FPOS	   	    15830
2152	NGC_5272         	=	g	o	HARR	glo	     3209
2153	SAI_118          	=	 	 	DIAS	   	    37507
2154	Dias_4           	=	r	o	DIAS	   	    33769
2155	Latysev_2        	:	m	o	DREM	mog	        0
2156	NGC_5269         	=	 	 	DIAS	non	    35535
2157	Loden_1010       	=	 	 	COCD	   	    37482
2158	Loden_991        	=	 	 	DIAS	   	    24691
2159	FSR_1647         	=	 	 	FPOS	   	    10835
2160	NGC_5286         	=	g	o	HARR	glo	    12570
2161	NGC_5281         	=	 	 	COCD	   	    44864
2162	NGC_5284         	=	 	 	DREM	ast	    40959
2163	ASCC_75          	=	 	 	COCD	   	    30590
2164	Platais_11       	:	m	o	DIAS	ass	        0
2165	R_80             	:	a	o	MELN	ass	        0
2166	Collinder_277    	=	r	c	DIAS	   	    25945
2167	FSR_1666         	=	r	c	FPRO	   	    37206
2168	NGC_5288         	=	r	c	DIAS	   	    33396
2169	FSR_1673         	=	 	 	FPOS	   	     8603
2170	NGC_5299         	=	 	 	DREM	ast	    30548
2171	ASCC_76          	=	 	 	COCD	   	    36737
2172	NGC_5385         	-	s	o	DREM	ast	        0
2173	Platais_12       	=	 	 	COCD	   	   143831
2174	Loden_1095       	=	 	 	DIAS	   	    32214
2175	NGC_5316         	=	 	 	COCD	   	    44887
2176	Loden_995        	=	 	 	COCD	   	    38552
2177	Loden_1002       	=	 	 	DIAS	dub	    32330
2178	FSR_1683         	=	r	o	FPOS	   	     5709
2179	ESO_445-74       	=	r	o	DIAS	   	     2083
2180	FSR_1668         	=	 	 	FPOS	   	    27707
2181	FSR_1658         	=	 	 	FPOS	   	    14548
2182	AM_1353-265      	&	g	o	DREM	glo	        0
2183	AM_4             	:	g	o	HARR	glo	        0
2184	FSR_1669         	=	 	 	FPRO	   	    26896
2185	FSR_1684         	=	r	o	FPOS	   	     6043
2186	vdBergh-Hagen_155	=	 	 	DREM	non	    34347
2187	NGC_5367         	-	a	o	BIEM	irc	        0
2188	FSR_1661         	=	 	 	FPOS	   	    14366
2189	Loden_1101       	=	 	 	DIAS	   	    31497
2190	Loden_1177       	=	 	 	DIAS	dub	    28842
2191	Loden_1171       	=	 	 	COCD	   	    32325
2192	Loden_1152       	=	 	 	DIAS	   	    36690
2193	Lynga_1          	=	 	 	COCD	   	    29425
2194	NGC_5359         	=	r	c	COCD	   	    17335
2195	FSR_1676         	=	r	c	FPOS	   	     9715
2196	NGC_5381         	=	 	 	DIAS	   	    40550
2197	Loden_1202       	=	r	c	DIAS	   	    29181
2198	NGC_5466         	=	g	o	HARR	glo	     1028
2199	Ruprecht_110     	=	 	 	COCD	   	    26856
2200	Loden_1194       	=	 	 	COCD	   	    44698
2201	FSR_1674         	=	r	c	FPRO	   	    33455
2202	NGC_5460         	=	a	c	COCD	   	    21588
2203	DBSB_135         	=	n	o	BIRN	irc	    20633
2204	Loden_1225       	=	 	 	COCD	   	    48962
2205	ASCC_77          	=	a	c	COCD	   	    58318
2206	Loden_1289       	=	r	c	DIAS	   	    30277
2207	ESO_097-15       	=	 	 	DIAS	dub	    32077
2208	ESO_021-06       	=	 	 	DIAS	   	     6493
2209	Loden_1282       	=	 	 	DIAS	   	    34637
2210	Loden_1256       	=	r	c	COCD	   	    36287
2211	Ruprecht_167     	=	r	c	COCD	   	    45808
2212	ESO_175-06       	=	 	 	COCD	   	    34308
2213	DBSB_88          	=	 	 	BOPN	irc	    22899
2214	FSR_1667         	=	r	c	FPOS	   	    12034
2215	Lynga_2          	=	 	 	COCD	   	    37889
2216	DBSB_136         	=	 	 	BIRN	irc	    20959
2217	NGC_5593         	=	 	 	COCD	   	    21300
2218	NGC_5606         	=	 	 	COCD	   	    33843
2219	FSR_1680         	=	 	 	FPOS	   	    29868
2220	FSR_1682         	=	 	 	FPRO	   	    42715
2221	Chereul_1        	:	m	o	DREM	mog	        0
2222	NGC_5634         	=	g	o	HARR	glo	     1143
2223	NGC_5617         	=	 	 	COCD	   	    26905
2224	Loden_1378       	=	 	 	DIAS	   	    36122
2225	Pismis_19        	=	 	 	DIAS	   	    25739
2226	Trumpler_22      	=	 	 	COCD	   	    33541
2227	FSR_1690         	=	r	o	FPOS	   	    17287
2228	IC_1023          	=	r	o	DREM	ast	     3830
2229	Turner_7         	=	 	 	DIAS	   	    26696
2230	Loden_1339       	=	 	 	DIAS	   	    32808
2231	FSR_1695         	=	r	o	FPOS	   	    10741
2232	Hogg_17          	=	 	 	DIAS	   	    36391
2233	FSR_1688         	=	 	 	DIAS	irc	    24366
2234	NGC_5662         	=	a	c	COCD	   	    45147
2235	Ruprecht_111     	=	 	 	DIAS	   	    30644
2236	ESO_447-29       	=	r	c	DIAS	   	     3005
2237	FSR_1699         	=	r	c	FPOS	   	     9192
2238	NGC_5694         	=	g	o	HARR	glo	     2306
2239	Juchert_10       	&	 	 	DREM	ast	        0
2240	Alessi_6         	=	 	 	COCD	   	    53474
2241	FSR_1686         	=	 	 	FPRO	   	    23766
2242	Collinder_285    	:	 	 	DIAS	   	        0
2243	Loden_1373       	=	 	 	DIAS	dub	    41104
2244	DBSB_137         	=	n	o	BIRN	irc	    17620
2245	NGC_5715         	=	 	 	DIAS	   	    33509
2246	Loden_1375       	=	 	 	DIAS	   	    33271
2247	FSR_1678         	=	 	 	FPOS	   	    26593
2248	ESO_134-12       	=	 	 	DIAS	   	    28522
2249	Loden_1409       	=	 	 	DIAS	   	    65628
2250	DBSB_89          	=	 	 	BOPN	irc	    18350
2251	Cir_OB1          	=	a	o	MELN	ass	    77168
2252	DBSB_90          	&	 	 	BOPN	irc	        0
2253	DBSB_91          	&	 	 	BOPN	irc	        0
2254	FSR_1689         	=	 	 	FPRO	   	    24994
2255	vdBergh-Hagen_164	=	 	 	COCD	   	    45738
2256	NGC_5749         	=	 	 	COCD	   	    33671
2257	Hogg_18          	=	 	 	COCD	   	    20962
2258	Teutsch_80       	=	 	 	DIAS	   	    40098
2259	NGC_5764         	=	 	 	DIAS	   	    22794
2260	ESO_008-06       	=	r	c	DIAS	   	     4572
2261	Ruprecht_112     	=	r	c	DIAS	   	    36741
2262	FSR_1685         	=	 	 	FPOS	   	    18302
2263	IC_4499          	=	g	o	HARR	glo	     4206
2264	FSR_1696         	=	r	c	FPRO	   	    29344
2265	NGC_5800         	=	 	 	DIAS	   	    21775
2266	DBSB_92          	=	 	 	BOPN	irc	    29386
2267	NGC_5824         	=	g	o	HARR	glo	     4992
2268	FSR_1705         	=	r	c	FPOS	   	     8789
2269	NGC_5822         	=	 	 	COCD	   	   115392
2270	ASCC_78          	=	r	c	COCD	   	    16099
2271	IRAS_15015-5720  	=	n	o	BIEM	irc	    24015
2272	DBSB_138         	:	n	o	BIRN	irc	        0
2273	NGC_5823         	=	 	 	COCD	   	    31822
2274	FSR_1697         	=	 	 	DIAS	irc	    33660
2275	Loden_2115       	=	 	 	DIAS	   	    42044
2276	DBSB_140         	=	 	 	BIRN	irc	    24944
2277	DBSB_139         	=	 	 	BIRN	irc	    23414
2278	Loden_2045       	=	 	 	DIAS	dub	    37624
2279	FSR_1720         	=	 	 	FPOS	   	     8065
2280	FSR_1694         	=	n	o	FPOS	   	    22001
2281	Pismis_20        	=	 	 	DIAS	   	    30739
2282	Palomar_5        	=	g	o	HARR	glo	     1541
2283	Pismis_21        	=	 	 	DIAS	ast	    34816
2284	Lynga_3          	=	 	 	DIAS	   	    31196
2285	NGC_5897         	=	g	o	HARR	glo	     5401
2286	NGC_5904         	=	g	o	HARR	glo	     5842
2287	DBSB_93          	=	 	 	BOPN	irc	    29060
2288	ASCC_79          	=	 	 	COCD	   	   125350
2289	FSR_1698         	=	 	 	DIAS	irc	    37318
2290	ASCC_80          	=	 	 	COCD	   	    73207
2291	FSR_1728         	=	 	 	FPOS	   	     6358
2292	FSR_1693         	=	 	 	FPOS	   	    20330
2293	NGC_5925         	=	 	 	DIAS	   	    39055
2294	ESO_329-02       	=	r	o	DIAS	non	     8739
2295	NGC_5927         	=	g	o	HARR	glo	    34816
2296	FSR_1701         	=	r	c	FPOS	   	    30171
2297	DBSB_141         	=	 	 	BIRN	irc	    22974
2298	Alessi_8         	=	a	c	COCD	   	    47615
2299	ESO_099-06       	=	r	o	DIAS	   	    17100
2300	DBSB_142         	:	 	 	BIRN	irc	        0
2301	DBSB_143         	:	 	 	BIRN	irc	        0
2302	Lynga_4          	=	 	 	DIAS	   	    46524
2303	Loden_2159       	=	 	 	DIAS	dub	    42025
2304	Harvard_9        	=	 	 	DIAS	   	    34130
2305	Loden_2158       	=	 	 	DIAS	dub	    41656
2306	NGC_5946         	=	g	o	HARR	glo	    25481
2307	FSR_1700         	=	 	 	FPRO	   	    33496
2308	vdBergh-Hagen_176	=	g	o	DREM	glo	    23001
2309	Loden_2313       	=	 	 	COCD	   	    43505
2310	Lynga_5          	=	 	 	DIAS	   	    45831
2311	FSR_1703         	=	 	 	FPRO	   	    30007
2312	DBSB_94          	=	 	 	BOPN	irc	    18823
2313	Loden_2326       	=	 	 	DIAS	   	    33206
2314	DBSB_95          	&	 	 	BOPN	irc	        0
2315	DBSB_96          	:	 	 	BOPN	irc	        0
2316	DBSB_97          	:	 	 	BOPN	irc	        0
2317	NGC_5986         	=	g	o	HARR	glo	    11734
2318	Johansson_1      	=	 	 	DIAS	   	    69860
2319	ASCC_81          	=	 	 	COCD	   	    40212
2320	ASCC_82          	=	 	 	COCD	   	    23614
2321	FSR_1715         	=	 	 	DIAS	irc	    26481
2322	FSR_1714         	=	 	 	DIAS	irc	    41703
2323	NGC_5998         	=	r	o	DIAS	non	     5656
2324	Collinder_292    	=	 	 	COCD	   	    45715
2325	ASCC_83          	=	 	 	COCD	   	    38359
2326	NGC_5999         	=	 	 	DIAS	   	    36312
2327	DBSB_146         	:	n	o	BIRN	irc	        0
2328	FSR_1719         	=	 	 	FPRO	   	    31290
2329	DBSB_149         	=	n	o	BIRN	irc	    16317
2330	DBSB_147         	:	n	o	BIRN	irc	        0
2331	DBSB_148         	:	n	o	BIRN	irc	        0
2332	FSR_1712         	=	 	 	FPOS	   	    33737
2333	ASCC_84          	=	 	 	COCD	   	    32681
2334	ESO_275-01       	&	 	 	DIAS	   	        0
2335	FSR_1723         	=	 	 	FPOS	   	    25007
2336	NGC_6005         	=	 	 	DIAS	   	    36843
2337	Ruprecht_113     	=	 	 	COCD	   	    85830
2338	FSR_1709         	=	 	 	FPRO	   	    35208
2339	ESO_389-05       	=	 	 	DIAS	   	     9429
2340	Nor_OB1          	&	 	 	MELN	ass	        0
2341	DBSB_150         	:	 	 	BIRN	irc	        0
2342	DBSB_98          	:	n	o	BOPN	irc	        0
2343	Trumpler_23      	=	 	 	DIAS	   	    32200
2344	DBSB_152         	:	 	 	BIRN	irc	        0
2345	DBSB_151         	:	n	o	BIRN	irc	        0
2346	Moffat_1         	=	 	 	DIAS	var	    31354
2347	NGC_6025         	=	a	c	COCD	   	    51639
2348	Lynga_6          	=	 	 	DIAS	   	    25410
2349	Dolidze_50       	=	r	o	DREM	ast	     4199
2350	Ruprecht_114     	=	r	c	DIAS	   	    34262
2351	DBSB_159         	=	 	 	BIRN	irc	    21868
2352	NGC_6031         	=	 	 	DIAS	   	    43680
2353	DBSB_153         	=	n	o	BIRN	irc	    24475
2354	FSR_1736         	=	 	 	FPOS	   	    11845
2355	DBSB_154         	=	n	o	BIRN	irc	    20001
2356	DBSB_155         	=	n	o	BIRN	irc	    19014
2357	DBSB_101         	=	a	o	FPRO	   	    32812
2358	FSR_1675         	=	r	c	FPOS	   	     4914
2359	FSR_1716         	=	 	 	FPRO	   	    46380
2360	Nor_OB5          	&	a	o	COCD	ass	        0
2361	Lynga_7          	=	g	o	COCD	glo	    31695
2362	Palomar_14       	:	g	o	HARR	glo	        0
2363	DBSB_158         	=	 	 	BIRN	irc	    24522
2364	DBSB_145         	&	 	 	BIRN	irc	        0
2365	DBSB_144         	=	 	 	BIRN	irc	    18517
2366	DBSB_156         	=	 	 	BIRN	irc	    22590
