#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-29T05:47:47 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5db7d26d1df0	
#INFO	-out.max=unlimited	
#INFO	queryParameters=11	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/558/A53&tab:{J/A+A/558/A53/notes}&key:source=J/A+A/558/A53/notes&HTTPPRM:&
#-source=J/A+A/558/A53/notes
#-order=I
#-out=MWSC
#-out=Name
#-out=flag
#-out=Type
#-out=n_Type
#-out=Note
#

#RESOURCE=yCat_35580053
#Name: J/A+A/558/A53
#Title: Milky Way global survey of star clusters. II. (Kharchenko+, 2013)
#Table	J_A_A_558_A53_notes:
#Name: J/A+A/558/A53/notes
#Title: Notes to MWSC objects
#Column	MWSC	(A4)	[1/3784] MWSC sequential number	[ucd=meta.record]
#Column	Name	(a17)	NGC, IC or other common designation	[ucd=meta.id]
#Column	flag	(A1)	[&:=-] Flag of confirmation/no confirmation (G5)	[ucd=meta.code.error]
#Column	Type	(A1)	[agmnrs] Object type (G1)	[ucd=src.class]
#Column	n_Type	(A1)	[oc] object/candidate	[ucd=meta.note]
#Column	Note	(a52)	Text of note	[ucd=meta.note]
MWSC	Name	flag	Type	n_Type	Note
1949	DBSB_            	 	 	 	MED, nor CMD.
1950	Ruprecht_94      	=	 	 	Sparse; center is shifted to 11.5090h,-63.480d.
1951	Ruprecht_164     	=	 	 	Overlaps with Loden_402; distance and age have been
1951	Rupre            	 	 	 	strongly changed compared to COCD.
1952	Loden_372        	=	 	 	Age has been changed compared to COCD.
1953	FSR_1583         	=	 	 	
1954	Loden_402        	=	 	 	Center is shifted to 11.5390h,-60.705d; overlaps
1954	Loden            	 	 	 	with Ruprecht_164; distance and age have been
1954	Loden            	 	 	 	changed compared to COCD.
1955	FSR_1607         	=	 	 	
1956	DBSB_69          	=	 	 	Strong and variable reddening.
1957	IC_2944          	=	 	 	SIMBAD: HII (ionized) region; cluster is confirmed
1957	IC_29            	 	 	 	at 11.6035h,-62.950d, as in COCD and AH.
1958	NGC_3766         	=	 	 	Age has been changed compared to COCD.
1959	FSR_1591         	=	 	 	
1960	vdBergh-Hagen_121	=	 	 	Collinder_249; overlaps with IC_2948; strong and
1960	vdBer            	 	 	 	variable reddening.
1961	IC_2948          	=	 	 	vdBergh-Hagen_122; overlaps with vdBergh-Hagen_121.
1962	Cru_OB1          	:	a	o	Multicenter association, pipeline is not applicable.
1963	ASCC_67          	=	 	 	
1964	Bica_5           	=	 	 	
1965	Lynga_15         	=	 	 	Center is shifted to 11.7040h,-62.510d.
1966	Ruprecht_95      	=	 	 	Center is shifted to 11.7275h,-61.155d; overlaps
1966	Rupre            	 	 	 	with ESO_129-32.
1967	Loden_466        	&	 	 	Coincides with Stock_14.
1968	Stock_14         	=	 	 	Sparse; poor RDP; overlaps with Loden_467.
1969	FSR_1573         	=	r	o	Sparse.
1970	ESO_129-32       	=	 	 	Overlaps with Ruprecht_95.
1971	FSR_1597         	=	 	 	
1972	FSR_1574         	=	 	 	
1973	Loden_467        	=	 	 	Dias: non-existent NGC/not found in DSS; NKh: young
1973	Loden            	 	 	 	cluster; overlaps with Stock_14.
1974	DBSB_71          	&	 	 	Part of DBSB_72.
1975	DBSB_72          	=	 	 	
1976	FSR_1595         	=	 	 	Center is shifted to 11.7835h,-62.650d.
1977	DBSB_70          	=	r	c	Sparse; poor RDP; PMs in center are poor/absent due
1977	DBSB_            	 	 	 	to crowding; overlaps with SAI_116.
1978	SAI_116          	=	 	 	Overlaps with DBSB_70.
1979	NGC_3909         	=	 	 	Center is shifted to 11.8350h,-48.210d.
1980	ESO_217-08       	&	 	 	Coincides with NGC_3909.
1981	DBSB_73          	=	 	 	Strong and variable reddening; PMs are poor/absent
1981	DBSB_            	 	 	 	due to crowding.
1982	NGC_3960         	=	 	 	
1983	Ruprecht_96      	=	 	 	Center is shifted to 11.8465h,-62.150d; distance and
1983	Rupre            	 	 	 	reddening have been strongly changed compared to
1983	Rupre            	 	 	 	COCD.
1984	Loden_481        	=	 	 	
1985	Teutsch_77       	=	 	 	Center is shifted to 11.8915h,-62.605d; age has been
1985	Teuts            	 	 	 	strongly changed compared to Dias.
1986	Loden_480        	=	 	 	Center is shifted to 11.9270h,-58.390d.
1987	Ruprecht_97      	=	 	 	
1988	Ruprecht_98      	=	 	 	Center is shifted to 11.9810h,-64.588d.
1989	Koposov_1        	:	g	o	There are a few PM-stars, without any CMD.
1990	Feigelson_1      	=	m	o	Eps Cha cluster, brightest member is B9 V(N);
1990	Feige            	 	 	 	nearby; center is shifted to 12.0200h,-78.335d.
1991	NGC_4052         	=	 	 	Sparse.
1992	Juchert_13       	=	 	 	
1993	ASCC_68          	=	 	 	Alessi-Teutsch_8; nearby; sparse.
1994	Ruprecht_99      	=	 	 	
1995	Ruprecht_100     	=	 	 	Sparse.
1996	ASCC_69          	=	 	 	Center is shifted to 12.1050h,-69.780d.
1997	NGC_4103         	=	 	 	
1998	ESO_130-06       	=	 	 	Parameters have been strongly changed compared to
1998	ESO_1            	 	 	 	COCD.
1999	FSR_1605         	=	r	o	Sparse; poor RDP.
2000	Loden_565        	=	 	 	
2001	DBSB_75          	=	 	 	Sparse; strong reddening; poor RDP.
2002	Ruprecht_101     	=	 	 	Center is shifted to 12.1595h,-63.005d.
2003	DBSB_74          	:	 	 	Shows weak spatial concentration, but neither clear
2003	DBSB_            	 	 	 	RDP, MED, nor CMD
2004	NGC_4147         	=	g	o	PMs in center are poor/absent due to crowding.
2005	ESO_130-08       	=	 	 	
2006	Alessi_52        	&	 	 	Part of Ruprecht_102.
2007	Ruprecht_102     	=	 	 	NGC_4184.
2008	FSR_1602         	=	 	 	
2009	Saurer_4         	=	 	 	
2010	ASCC_70          	=	 	 	Center is shifted to 12.2470h,-64.400d.
2011	DBSB_129         	=	 	 	
2012	Ruprecht_103     	=	r	o	Dias: asterism; NKh: old cluster.
2012	Rupre            	 	 	 	cluster
2013	NGC_4230         	=	 	 	Center is shifted to 12.2890h,-55.120d; sparse; poor
2013	NGC_4            	 	 	 	RDP.
2014	FSR_1626         	=	 	 	
2015	Loden_615        	=	 	 	
2016	ASCC_71          	=	 	 	
2017	FSR_1608         	=	 	 	
2018	FSR_1604         	=	r	o	
2019	DBSB_76          	:	 	 	Shows weak spatial concentration, but neither clear
2019	DBSB_            	 	 	 	RDP, MED, nor CMD.
2020	Melotte_111      	=	 	 	Coma Ber.
2021	ESO_130-13       	=	 	 	Center is shifted to 12.3845h,-59.665d; Dias:
2021	ESO_1            	 	 	 	non-existent NGC/not found in DSS; NKh: middle-age
2021	ESO_1            	 	 	 	cluster.
2022	FSR_1612         	&	 	 	Coincides with ESO_130-13.
2023	NGC_4337         	=	 	 	PMs in center are poor/absent due to crowding;
2023	NGC_4            	 	 	 	parameters have been strongly changed compared to
2023	NGC_4            	 	 	 	Dias.
2024	NGC_4349         	=	 	 	
2025	FSR_1610         	=	 	 	
2026	ESO_064-05       	=	 	 	Center is shifted to 12.4120h,-68.485d.
2027	Collinder_257    	-	s	o	AH: asterism, NKh agrees; no cluster signature
2027	Colli            	 	 	 	(even concentration) is seen.
2028	Ruprecht_104     	=	 	 	Center is shifted to 12.4170h,-60.445d.
2029	NGC_4372         	=	g	o	PMs in center are poor/absent due to crowding.
2030	vdBergh-Hagen_131	=	 	 	
2031	Loden_624        	=	 	 	Center is shifted to 12.4385h,-61.800d (as AH);
2031	Loden            	 	 	 	sparse; poor RDP.
2032	vdBergh-Hagen_132	=	 	 	
2033	Collinder_258    	=	a	c	vdB-Hagen_133; Harvard_5; B-association; brightest
2033	Colli            	 	 	 	members are K 3 II, B8/9 V, B2/B3V:n, B 8 III, B9Ib;
2033	Colli            	 	 	 	overlaps with Hogg_23.
2034	FSR_1609         	=	 	 	Center is shifted to 12.4645h,-48.475d.
2035	NGC_4439         	=	 	 	
2036	Ruprecht_165     	=	r	o	Sparse; center is shifted to 12.4740h,-56.430d.
2037	Hogg_14          	=	 	 	
2038	Hogg_23          	=	 	 	Overlaps with Collinder_258; sparse; poor RDP.
2039	FSR_1617         	=	 	 	
2040	FSR_1616         	=	 	 	
2041	ESO_131-09       	=	 	 	
2042	NGC_4463         	=	 	 	
2043	FSR_1613         	=	r	o	
2044	ASCC_72          	=	 	 	
2045	Brosch_1         	-	s	o	
2046	ESO_442-04       	=	r	o	Dias: asterism; NKh: old cluster.
2047	Ruprecht_105     	=	 	 	Center is shifted to 12.5650h,-61.575d.
2048	DBSB_77          	=	 	 	It is seen through corona of Ruprecht_105.
2049	FSR_1629         	=	 	 	
2050	Upgren_1         	-	s	o	
2051	DBSB_78          	=	 	 	
2052	FSR_1623         	=	 	 	
2053	ASCC_73          	=	 	 	Center is shifted to 12.6060h,-67.250d.
2054	FSR_1620         	=	r	c	
2055	Collinder_261    	=	 	 	Harvard_6.
2056	FSR_1622         	=	 	 	
2057	Ruprecht_106     	=	g	o	PMs in center are poor/absent due to crowding.
2058	FSR_1621         	=	 	 	
2059	NGC_4590         	=	g	o	M_68; PMs in center are poor/absent due to crowding.
2060	Trumpler_20      	=	 	 	Harvard_7.
2061	FSR_1625         	=	 	 	
2062	NGC_4609         	=	 	 	
2063	Hogg_15          	=	 	 	It is seen through corona of NGC_4609.
2064	FSR_1631         	=	 	 	
2065	Loden_682        	=	 	 	Center is shifted to 12.7870h,-60.690d.
2066	FSR_1630         	=	 	 	Sparse.
2067	DBSB_79          	=	 	 	Sparse; PMs in center are poor/absent due to
2067	DBSB_            	 	 	 	crowding.
2068	DBSB_80          	=	 	 	PMs in center are poor/absent due to crowding.
2069	ESO_065-03       	=	 	 	Center is shifted to 12.8550h,-69.730d.
2070	Loden_694        	=	a	c	B-association; 7 brightest members are B-stars.
2071	vdBergh-Hagen_140	=	 	 	
2072	NGC_4755         	=	a	c	kappa_Cru cluster; B-association; 8 brightest
2072	NGC_4            	 	 	 	members are B giants and supergiants; stars/PMs
2072	NGC_4            	 	 	 	in center are poor/absent due to crowding.
2073	FSR_1634         	=	r	c	Center is shifted to 12.9075h,-43.680d; overlaps
2073	FSR_1            	 	 	 	with FSR_1635.
2074	FSR_1635         	=	r	c	Overlaps with FSR_1634.
2075	NGC_4815         	=	 	 	Sparse.
2076	DBSB_81          	:	 	 	Shows weak spatial concentration, but neither clear
2076	DBSB_            	 	 	 	RDP, MED, nor CMD; probably it is background
2076	DBSB_            	 	 	 	fluctuation.
2077	NGC_4833         	=	g	o	PMs in center are poor/absent due to crowding.
2078	NGC_4852         	=	 	 	
2079	FSR_1638         	=	 	 	
2080	Cen_OB1          	:	a	o	Large multicenter association, pipeline is not
2080	Cen_O            	 	 	 	applicable.
2081	FSR_1641         	=	r	c	
2082	DBSB_82          	:	 	 	Shows weak spatial concentration, but neither clear
2082	DBSB_            	 	 	 	RDP, MED, nor CMD.
2083	FSR_1639         	=	r	o	
2084	Latham_1         	=	r	c	
2085	DBSB_83          	=	n	o	Strong and variable reddening.
2086	DBSB_84          	&	n	o	Part of DBSB_83.
2087	DBSB_131         	=	n	o	Strong and variable reddening; PMs in center are
2087	DBSB_            	 	 	 	poor/absent due to crowding.
2088	DBSB_130         	&	n	o	Shows weak spatial concentration, but neither clear
2088	DBSB_            	 	 	 	RDP, MED, nor CMD; probably it is clump in corona of
2088	DBSB_            	 	 	 	DBSB_83.
2089	FSR_1640         	=	 	 	
2090	DBSB_132         	&	 	 	Coincides with Danks_1.
2091	Loden_757        	=	 	 	Center is shifted to 13.2000h,-65.300d; sparse; poor
2091	Loden            	 	 	 	RDP.
2092	Danks_1          	=	 	 	Overlaps with Danks_2; strong and variable
2092	Danks            	 	 	 	reddening.
2093	Danks_2          	=	 	 	Overlaps with Danks_1; strong and variable
2093	Danks            	 	 	 	reddening; PMs in center are poor/absent due to
2093	Danks            	 	 	 	crowding.
2094	NGC_5024         	=	g	o	M_53; PMs in center are poor/absent due to crowding.
2095	DBSB_133         	=	 	 	
2096	NGC_5045         	=	 	 	Center is shifted to  13.2420h,-63.420d; age has
2096	NGC_5            	 	 	 	been strongly changed compared to COCD.
2097	DBSB_134         	:	 	 	Shows weak spatial concentration, but neither clear
2097	DBSB_            	 	 	 	RDP, MED, nor CMD.
2098	vdBergh-Hagen_144	=	 	 	Center is shifted to 13.2545h,-65.920d; PMs in
2098	vdBer            	 	 	 	center are poor/absent due to crowding; distance
2098	vdBer            	 	 	 	has been changed compared to Dias.
2099	NGC_5043         	=	 	 	Nearby; sparse.
2100	FSR_1646         	=	 	 	
2101	NGC_5053         	=	g	o	PMs in center are poor/absent due to crowding.
2102	FSR_1644         	&	 	 	Clump in Collinder_268.
2103	Collinder_268    	=	 	 	
2104	DBSB_85          	=	 	 	Strong and variable reddening; PMs in center are
2104	DBSB_            	 	 	 	poor/absent due to crowding; looks like as hole in
2104	DBSB_            	 	 	 	clouds.
2105	Stock_16         	=	a	c	B-association; brightest members are O8 and 4
2105	Stock            	 	 	 	B-stars; disorder with coordinates: WEBDA and
2105	Stock            	 	 	 	SIMBAD: 13.3247h,-62.633d; AH: 13.310h,-62.532;
2105	Stock            	 	 	 	NKh: 13.3130h,-62.510d, as in COCD.
2106	DBSB_86          	&	 	 	Part of Stock_16.
2107	FSR_1649         	=	 	 	Center is shifted to 13.3270h,-56.180d.
2108	Ruprecht_107     	=	 	 	Parameters have been changed compared to Dias.
2109	FSR_1648         	=	 	 	
2110	FSR_1645         	=	 	 	
2111	FSR_1652         	=	r	c	Sparse.
2112	FSR_1642         	=	 	 	
2113	Collinder_269    	=	 	 	Center is shifted to 13.3975h,-66.160d; reddening
2113	Colli            	 	 	 	and distance have been changed compared to COCD.
2114	Teutsch_79       	=	r	c	Center is shifted to 13.3943h,-63.638d.
2115	ESO_324-15       	=	 	 	Center is shifted to 13.3910h,-41.880d.
2116	Loden_821        	=	 	 	Center is shifted to 13.4040h,-59.810d.
2117	Loden_807        	=	 	 	Nearby; sparse.
2118	FSR_1651         	=	 	 	Center is shifted to 13.4255h,-58.985d; PMs in
2118	FSR_1            	 	 	 	center are poor/absent due to crowding.
2119	Ruprecht_166     	:	 	 	Shows spatial concentration, but neither clear MED,
2119	Rupre            	 	 	 	nor CMD; PMs are poor/absent due to crowding; looks
2119	Rupre            	 	 	 	like as hole in clouds.
2120	NGC_5139         	=	g	o	Omega Cen; PMs in center are poor/absent due to
2120	NGC_5            	 	 	 	crowding.
2121	NGC_5138         	=	 	 	
2122	Basel_18         	=	 	 	Center is shifted to 13.4645h,-62.330d.
2123	Hogg_16          	=	 	 	Distance and age have been changed compared to COCD.
2124	ESO_065-07       	=	 	 	
2125	NGC_5155         	=	 	 	Dias: asterism; NKh: middle-age cluster; the
2125	NGC_5            	 	 	 	brightest member is B8/9 (II).
2126	Collinder_271    	=	 	 	Sparse; poor RDP; parameters have been strongly
2126	Colli            	 	 	 	changed compared to Dias.
2127	FSR_1657         	=	 	 	Looks like as hole in clouds.
2128	Collinder_272    	=	 	 	Sparse; poor RDP.
2129	NGC_5168         	=	 	 	
2130	ESO_383-10       	-	s	o	Bright stars are asterism, faint stars show neither
2130	ESO_3            	 	 	 	clear CMD, nor RDP
2131	Trumpler_21      	=	 	 	Sparse; poor RDP.
2132	Ruprecht_108     	=	r	c	Sparse; poor RDP.
2133	DBSB_87          	=	 	 	Sparse; poor RDP; strong and variable reddening.
2134	FSR_1653         	=	 	 	
2135	Loden_915        	=	 	 	Nearby; sparse; center is shifted to
2135	Loden            	 	 	 	13.5715h,-59.295d.
2136	Loden_848        	=	 	 	Center is shifted to 13.5730h,-64.550d; sparse.
2137	C1331-622        	=	 	 	Center is shifted to 13.5770h,-62.417d; parameters
2137	C1331            	 	 	 	have been changed compared to Dias.
2138	Collinder_275    	=	 	 	
2139	FSR_1650         	=	 	 	
2140	ASCC_74          	=	 	 	Nearby; sparse.
2141	ESO_132-14       	=	r	c	Sparse.
2142	Pismis_18        	=	 	 	
2143	vdBergh-Hagen_150	=	 	 	Center is shifted to 13.6315h,-63.320d.
2144	FSR_1659         	=	 	 	
2145	FSR_1672         	=	r	o	Center is shifted to 13.6335h,-43.180d.
2146	Loden_894        	=	r	c	Sparse.
2147	vdBergh-Hagen_151	=	n	o	It is involded with or contains nebulosity; strong
2147	vdBer            	 	 	 	and variable reddening; PMs in center are
2147	vdBer            	 	 	 	poor/absent due to crowding; deformed RDP.
2148	FSR_1663         	=	 	 	
2149	FSR_1656         	=	r	o	Center is shifted to 13.6890h,-66.637d.
2150	Platais_10       	=	 	 	Nearby; sparse.
2151	FSR_1654         	=	 	 	Sparse; poor RDP; PMs in center are poor/absent due
2151	FSR_1            	 	 	 	to crowding.
2152	NGC_5272         	=	g	o	M_3; PMs in center are poor/absent due to crowding.
2153	SAI_118          	=	 	 	Age and distance have been strongly changed
2153	SAI_1            	 	 	 	compared to Dias/SAI.
2154	Dias_4           	=	r	o	Sparse; poor RDP.
2155	Latysev_2        	:	m	o	Moving group - pipeline is not applicable.
2156	NGC_5269         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh:
2156	NGC_5            	 	 	 	middle-age cluster.
2157	Loden_1010       	=	 	 	Sparse; poor RDP; center is shifted to 13.7515h,
2157	Loden            	 	 	 	-60.230d.
2158	Loden_991        	=	 	 	Sparse; poor RDP; center is shifted to 13.7545h,
2158	Loden            	 	 	 	-62.035 0.020d.
2159	FSR_1647         	=	 	 	
2160	NGC_5286         	=	g	o	PMs in center are poor/absent due to crowding.
2161	NGC_5281         	=	 	 	Sparse; poor RDP.
2162	NGC_5284         	=	 	 	Sparse; poor RDP; center is shifted to 13.7735h,
2162	NGC_5            	 	 	 	-59.200d; Dias: asterism; NKh: young cluster.
2163	ASCC_75          	=	 	 	Sparse; part of association R_80.
2164	Platais_11       	:	m	o	Nearby; very poor - 4 stars over 3 deg.
2165	R_80             	:	a	o	Coincides with ASCC_75.
2166	Collinder_277    	=	r	c	Sparse; poor RDP.
2167	FSR_1666         	=	r	c	Sparse; poor RDP; center is shifted to 13.8100h,
2167	FSR_1            	 	 	 	-61.455d.
2168	NGC_5288         	=	r	c	Sparse; poor RDP; PMs in center are poor/absent due
2168	NGC_5            	 	 	 	to crowding.
2169	FSR_1673         	=	 	 	Center is shifted to 13.8355h,-50.667d.
2170	NGC_5299         	=	 	 	Sparse; Dias: asterism; NKh: middle-age cluster.
2171	ASCC_76          	=	 	 	Age and distance have been changed compared to COCD.
2172	NGC_5385         	-	s	o	
2173	Platais_12       	=	 	 	Nearby; sparse; center is shifted to 13.8765h,
2173	Plata            	 	 	 	-63.405d.
2174	Loden_1095       	=	 	 	Sparse.
2175	NGC_5316         	=	 	 	Sparse.
2176	Loden_995        	=	 	 	Sparse.
2177	Loden_1002       	=	 	 	Sparse; center is shifted to 13.9100h,-65.335d.
2178	FSR_1683         	=	r	o	
2179	ESO_445-74       	=	r	o	
2180	FSR_1668         	=	 	 	
2181	FSR_1658         	=	 	 	
2182	AM_1353-265      	&	g	o	Coincides with AM_4.
2183	AM_4             	:	g	o	There are a few PM-stars, without any CMD.
2184	FSR_1669         	=	 	 	Sparse; center is shifted to 13.9380h,-61.750d.
2185	FSR_1684         	=	r	o	Sparse.
2186	vdBergh-Hagen_155	=	 	 	Dias: non-existent NGC/not found in DSS; NKh:
2186	vdBer            	 	 	 	middle-age cluster.
2187	NGC_5367         	-	a	o	NGC_5367 stellar group is asterism near reflection
2187	NGC_5            	 	 	 	nebula NGC_5367.
2188	FSR_1661         	=	 	 	
2189	Loden_1101       	=	 	 	Sparse; center is shifted to 13.9695h,-61.750d.
2190	Loden_1177       	=	 	 	Center is shifted to 13.9850h,-57.875d.
2191	Loden_1171       	=	 	 	Sparse; poor RDP; distance and age have been changed
2191	Loden            	 	 	 	compared to COCD.
2192	Loden_1152       	=	 	 	Sparse; center is shifted to 13.9910h,-59.330d.
2193	Lynga_1          	=	 	 	Distance and age have been changed compared to COCD.
2194	NGC_5359         	=	r	c	Sparse; poor RDP.
2195	FSR_1676         	=	r	c	Sparse; center is shifted 14.0050h,-49.765d.
2196	NGC_5381         	=	 	 	Center is shifted to 14.0110h,-59.605d.
2197	Loden_1202       	=	r	c	Sparse; poor RDP.
2198	NGC_5466         	=	g	o	Center is shifted to 14.0920h,+28.534d; PMs in
2198	NGC_5            	 	 	 	center are poor/absent due to crowding.
2199	Ruprecht_110     	=	 	 	
2200	Loden_1194       	=	 	 	Center is shifted to 14.0970h,-59.745d.
2201	FSR_1674         	=	r	c	PMs in center are poor/absent due to crowding.
2202	NGC_5460         	=	a	c	B-association; 7 brightest members are B-stars;
2202	NGC_5            	 	 	 	nearby; sparse.
2203	DBSB_135         	=	n	o	Stars/PMs in center are poor/absent due to crowding;
2203	DBSB_            	 	 	 	is screened by dark nebulae SDC G312.124+0.311 and
2203	DBSB_            	 	 	 	SDC G312.090+0.314.
2204	Loden_1225       	=	 	 	Center is shifted to 14.1560h,-59.725d.
2205	ASCC_77          	=	a	c	O-association; the brightest members are O7/O8 and
2205	ASCC_            	 	 	 	4 B-stars.
2206	Loden_1289       	=	r	c	Sparse; poor RDP.
2207	ESO_097-15       	=	 	 	Center is shifted to 14.2570h,-64.630d.
2208	ESO_021-06       	=	 	 	
2209	Loden_1282       	=	 	 	
2210	Loden_1256       	=	r	c	Sparse; poor RDP; reddening and age have been
2210	Loden            	 	 	 	changed compared to COCD.
2211	Ruprecht_167     	=	r	c	Sparse; poor RDP; reddening and age have been
2211	Rupre            	 	 	 	strongly changed compared to COCD; center is
2211	Rupre            	 	 	 	shifted to 14.3062h,-58.988d.
2212	ESO_175-06       	=	 	 	Center is shifted to 14.3130h,-56.890d.
2213	DBSB_88          	=	 	 	
2214	FSR_1667         	=	r	c	Sparse; poor RDP; center is shifted to 14.3615h,
2214	FSR_1            	 	 	 	-72.085d.
2215	Lynga_2          	=	 	 	Nearby; sparse.
2216	DBSB_136         	=	 	 	
2217	NGC_5593         	=	 	 	Nearby; sparse.
2218	NGC_5606         	=	 	 	Age has been changed compared to COCD.
2219	FSR_1680         	=	 	 	PMs in center are poor/absent due to crowding.
2220	FSR_1682         	=	 	 	Sparse; center is shifted to 14.4865h,-58.710d.
2221	Chereul_1        	:	m	o	Moving group - pipeline is not applicable.
2222	NGC_5634         	=	g	o	There are a few PM-members only; PMs in center are
2222	NGC_5            	 	 	 	poor/absent due to crowding.
2223	NGC_5617         	=	 	 	PMs in center are poor/absent due to crowding;
2223	NGC_5            	 	 	 	overlaps with Pismis_19.
2224	Loden_1378       	=	 	 	Sparse; center is shifted to 14.5020h,-58.215d.
2225	Pismis_19        	=	 	 	PMs in center are poor/absent due to crowding;
2225	Pismi            	 	 	 	overlaps with NGC_5617.
2226	Trumpler_22      	=	 	 	Age has been changed compared to COCD.
2227	FSR_1690         	=	r	o	
2228	IC_1023          	=	r	o	Dias: asterism; NKh: old loose cluster; center is
2228	IC_10            	 	 	 	shifted to 14.5390h,-35.820d.
2229	Turner_7         	=	 	 	Strong and variable reddening; poor RDP; center is
2229	Turne            	 	 	 	shifted to 14.5375h,-56.895d.
2230	Loden_1339       	=	 	 	
2231	FSR_1695         	=	r	o	
2232	Hogg_17          	=	 	 	Center is shifted to 14.5665h,-61.347d.
2233	FSR_1688         	=	 	 	PMs in center are poor/absent due to crowding.
2234	NGC_5662         	=	a	c	B-association; 6 brightest members are B-stars;
2234	NGC_5            	 	 	 	nearby; sparse; PMs in center are poor/absent due
2234	NGC_5            	 	 	 	to crowding.
2235	Ruprecht_111     	=	 	 	
2236	ESO_447-29       	=	r	c	Center is shifted to 14.6225h,-29.395d.
2237	FSR_1699         	=	r	c	
2238	NGC_5694         	=	g	o	PMs in center are poor/absent due to crowding.
2239	Juchert_10       	&	 	 	Coincides with FSR_1686.
2240	Alessi_6         	=	 	 	Nearby; sparse.
2241	FSR_1686         	=	 	 	Strong and variable reddening; poor RDP; PMs in
2241	FSR_1            	 	 	 	center are poor/absent due to crowding.
2242	Collinder_285    	:	 	 	UMa cluster - pipeline is not applicable.
2243	Loden_1373       	=	 	 	Center is shifted to 14.6930h,-62.890d.
2244	DBSB_137         	=	n	o	Strong and variable reddening; poor RDP; PMs in
2244	DBSB_            	 	 	 	center are poor/absent due to crowding.
2245	NGC_5715         	=	 	 	
2246	Loden_1375       	=	 	 	Sparse; poor RDP.
2247	FSR_1678         	=	 	 	
2248	ESO_134-12       	=	 	 	
2249	Loden_1409       	=	 	 	Sparse; center is shifted to 14.7445h,-61.715d.
2250	DBSB_89          	=	 	 	Strong and variable reddening; PMs in center are
2250	DBSB_            	 	 	 	poor/absent due to crowding.
2251	Cir_OB1          	=	a	o	Sparse; strong and variable reddening; poor RDP;
2251	Cir_O            	 	 	 	center is shifted to 14.7500h,-62.925d.
2252	DBSB_90          	&	 	 	Part of DBSB_89.
2253	DBSB_91          	&	 	 	Part of DBSB_89.
2254	FSR_1689         	=	 	 	PMs in center are poor/absent due to crowding.
2255	vdBergh-Hagen_164	=	 	 	Nearby; sparse; center is shifted to 14.7940h,
2255	vdBer            	 	 	 	-66.390d; the brightest members are B2/B3Vn and B6V.
2256	NGC_5749         	=	 	 	Age has been strongly changed compared to COCD.
2257	Hogg_18          	=	 	 	
2258	Teutsch_80       	=	 	 	
2259	NGC_5764         	=	 	 	PMs in center are poor/absent due to crowding.
2260	ESO_008-06       	=	r	c	Sparse; center is shifted to 14.9485h,-83.445d.
2261	Ruprecht_112     	=	r	c	Sparse; poor RDP; center is shifted to 14.9490h,
2261	Rupre            	 	 	 	-62.573d.
2262	FSR_1685         	=	 	 	
2263	IC_4499          	=	g	o	PMs in center are poor/absent due to crowding; looks
2263	IC_44            	 	 	 	like as hole in clouds.
2264	FSR_1696         	=	r	c	Sparse.
2265	NGC_5800         	=	 	 	
2266	DBSB_92          	=	 	 	Strong and variable reddening; stars/PMs in center
2266	DBSB_            	 	 	 	are poor/absent due to crowding.
2267	NGC_5824         	=	g	o	PMs in center are poor/absent due to crowding.
2268	FSR_1705         	=	r	c	
2269	NGC_5822         	=	 	 	Nearby; sparse.
2270	ASCC_78          	=	r	c	Center is shifted to 15.0935h,-68.405d; age has
2270	ASCC_            	 	 	 	been strongly changed compared to COCD.
2271	IRAS_15015-5720  	=	n	o	SIMBAD: HII region GAL 320.15+00.78; strong and
2271	IRAS_            	 	 	 	variable reddening; PMs in center are poor/absent
2271	IRAS_            	 	 	 	due to crowding.
2272	DBSB_138         	:	n	o	Strong and variable reddening; stars/PMs are
2272	DBSB_            	 	 	 	poor/absent due to crowding.
2273	NGC_5823         	=	 	 	
2274	FSR_1697         	=	 	 	
2275	Loden_2115       	=	 	 	It is seen through corona of NGC_5822; center is
2275	Loden            	 	 	 	shifted to 15.1285h,-54.522d.
2276	DBSB_140         	=	 	 	Strong and variable reddening; sparse; poor RDP.
2277	DBSB_139         	=	 	 	Strong and variable reddening; sparse; poor RDP.
2278	Loden_2045       	=	 	 	Strong and variable reddening; sparse; center is
2278	Loden            	 	 	 	shifted to 15.1760h,-58.770d.
2279	FSR_1720         	=	 	 	Center is shifted to 15.1915h,-37.365d.
2280	FSR_1694         	=	n	o	Strong and variable reddening; PMs are poor/absent
2280	FSR_1            	 	 	 	due to crowding; center is shifted to 15.2535h,
2280	FSR_1            	 	 	 	-62.775d.
2281	Pismis_20        	=	 	 	Age has bee changed compared to Dias.
2282	Palomar_5        	=	g	o	
2283	Pismis_21        	=	 	 	Dias: asterism; NKh: middle-age cluster.
2284	Lynga_3          	=	 	 	Strong and variable reddening; sparse; center is
2284	Lynga            	 	 	 	shifted to 15.2805h,-58.340d.
