#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-02-28T04:30:48 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e587b34af16	
#INFO	-out.max=unlimited	
#INFO	queryParameters=39	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/860/43&tab:{J/ApJ/860/43/table4}&key:source=J/ApJ/860/43/table4&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/860/43/table4
#-order=I
#-out=Set
#-out=Name
#-out=Assoc
#-out=r_SpT
#-out=SpT
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=Dist
#-out=r_RVel
#-out=RVel
#-out=HR1
#-out=NUVmag
#-out=Gmag
#-out=Jmag
#-out=IRex
#-out=r_Known
#-out=Known
#-out=r_Li
#-out=Bin
#-out=rvCat
#-out=Gaia
#Gaia=Gaia
#-out=2M
#2M=2M
#-out=SimbadName
#

#RESOURCE=yCat_18600043
#Name: J/ApJ/860/43
#Title: BANYAN. XII. New members from Gaia-Tycho data (Gagne+, 2018)
#Table	J_ApJ_860_43_table4:
#Name: J/ApJ/860/43/table4
#Title: Candidate members recovered in this work
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Set	(A4)	Subset (1)	[ucd=meta.note]
#Column	Name	(a17)	Star Name	[ucd=meta.id;meta.main]
#Column	Assoc	(a6)	Association short name (2)	[ucd=meta.id.parent]
#Column	r_SpT	(I3)	? Reference for spectral types (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	SpT	(a10)	Spectral Type (3)	[ucd=src.spType]
#Column	RAJ2000	(A12)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F7.2)	[-114/209] Proper motion in RA; {mu}_{alpha}_\cos{delta}	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.2)	[-196/165] Proper motion in DE; {mu}_{delta}_	[ucd=pos.pm;pos.eq.dec]
#Column	Dist	(F6.2)	[21.9/243] Distance	[ucd=pos.distance;pos.heliocentric]
#Column	r_RVel	(I3)	? Reference for radial velocities (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	RVel	(F7.3)	[-20/43]? Radial Velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	HR1	(F5.2)	[-1/1]? HR1 hardness ratio	[ucd=phot.flux;arith.ratio]
#Column	NUVmag	(F6.3)	[11.4/21.4]? GALEX NUV magnitude	[ucd=phot.mag;em.UV]
#Column	Gmag	(F6.3)	[5.9/12.1] Gaia DR1 (I/337) G-band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Jmag	(F5.2)	[5.5/11] 2MASS (II/246) J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	IRex	(F4.1)	[0/10.3]? IR Excess in N{sigma}	[ucd=phot.color.excess;em.IR]
#Column	r_Known	(I3)	? Membership candidacy in a young association references (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	Known	(a11)	Known Group	[ucd=meta.id]
#Column	r_Li	(I2)	? Lithium detection reference (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	Bin	(A1)	Binary flag (5)	[ucd=meta.code]
#Column	rvCat	(I3)	Display data from Kharchenko+, 2007, III/254 and RAVE DR5 (Kunder+, 2017, III/279) within 1.5" [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	Gaia	(A4)	Display the Gaia -DR1 (I/337) and -DR2 (I/345) data within 0.5"	[ucd=meta.ref.url]
#Column	2M	(A2)	Display the 2MASS data (II/246) within 3"	[ucd=meta.ref.url]
#Column	SimbadName	(a23)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000	_DEJ2000	Set	Name	Assoc	r_SpT	SpT	RAJ2000	DEJ2000	pmRA	pmDE	Dist	r_RVel	RVel	HR1	NUVmag	Gmag	Jmag	IRex	r_Known	Known	r_Li	Bin	rvCat	Gaia	2M	SimbadName
238.56049167	-23.16897778	NYCM	HD 142249        	USCO  	   	F5V       	15 54 14.518	-23 10 08.32	 -13.86	 -22.36	157.60	   	       	     	      	 9.889	 8.85	 1.7	   	           	  	 	  0	Gaia	2M	HD 142249
241.52692083	-12.30432222	NYCM	HD 144393        	USCO  	 38	F8        	16 06 06.461	-12 18 15.56	  -7.63	 -22.59	123.40	   	       	 1.00	      	 8.265	 7.32	 1.3	   	           	39	 	  1	Gaia	2M	HD 144393
249.58234167	-13.74848889	NYCM	BD-13 4465       	USCO  	   	(K1)      	16 38 19.762	-13 44 54.56	  -8.15	 -22.52	121.90	   	       	 0.88	      	10.006	 8.55	 2.0	   	           	  	 	  0	Gaia	2M	BD-13 4465
253.00100000	-23.25887778	NYCM	TYC 6809-836-1   	USCO  	 40	(K2)      	16 52 00.240	-23 15 31.96	  -3.40	 -18.12	201.00	   	       	     	      	10.508	 9.01	 1.6	   	           	  	 	  0	Gaia	2M	TYC 6809-836-1
026.87371250	+34.21841111	NCM 	G 133-40         	ABDMG 	   	(M0)      	01 47 29.691	+34 13 06.28	 119.90	-195.28	 29.72	   	       	     	21.400	11.288	 9.02	    	   	           	  	 	  0	Gaia	2M	G 133-40
028.57392083	-29.39005556	NCM 	CD-30 658        	ABDMG 	   	(K2)      	01 54 17.741	-29 23 24.20	  74.40	 -64.50	 48.20	   	       	     	18.940	10.130	 8.54	 0.0	   	           	  	 	  0	Gaia	2M	CD-30 658
055.26517500	+23.42106111	NCM 	Wolf 1259        	ABDMG 	  9	(K1)      	03 41 03.642	+23 25 15.82	  47.30	 -97.57	 61.80	   	       	     	      	10.147	 8.70	    	   	           	  	 	  0	Gaia	2M	Wolf 1259
076.55800000	+27.53238889	NCM 	TYC 1853-1452-1  	ABDMG 	 26	K7        	05 06 13.920	+27 31 56.60	  28.00	-132.47	 50.20	   	       	     	18.910	10.022	 8.48	    	   	           	  	 	  0	Gaia	2M	TYC 1853-1452-1
080.16477917	-18.61620833	NCM 	TYC 5919-1490-1  	ABDMG 	   	(K1)      	05 20 39.547	-18 36 58.35	  10.00	 -52.50	 62.50	   	       	     	      	10.311	 8.85	 1.1	   	           	  	 	  0	Gaia	2M	TYC 5919-1490-1
117.58475000	+11.59980000	NCM 	BD+11 1690       	ABDMG 	 26	G5        	07 50 20.340	+11 35 59.28	 -37.75	-121.05	 47.08	   	       	     	14.910	 8.624	 7.55	    	   	           	  	 	  0	Gaia	2M	BD+11 1690
139.63505833	-31.43241944	NCM 	TYC 7153-1287-1  	ABDMG 	 14	K5        	09 18 32.414	-31 25 56.71	-111.00	-110.94	 30.82	   	       	     	      	10.644	 8.53	    	   	           	  	 	  0	Gaia	2M	TYC 7153-1287-1
212.41714167	-35.69338056	NCM 	CD-35 9294       	ABDMG 	 26	(K3)      	14 09 40.114	-35 41 36.17	 -93.10	-115.43	 42.98	   	       	     	19.200	10.131	 8.42	    	   	           	  	 	  0	Gaia	2M	CD-35 9294
294.06015000	+30.39588611	NCM 	TYC 2655-3429-1  	ABDMG 	 14	(K8)      	19 36 14.436	+30 23 45.19	  40.70	 -57.20	 37.13	   	       	     	      	11.190	 9.11	 0.8	   	           	  	 	  0	Gaia	2M	TYC 2655-3429-1
358.66832917	-60.85969722	NCM 	CD-61 6893       	ABDMG 	  8	K5        	23 54 40.399	-60 51 34.91	 109.00	 -61.52	 42.19	   	       	     	      	 9.586	 8.15	    	   	           	  	 	  0	Gaia	2M	CD-61 6893
072.19812083	 +9.67431111	NCM 	HD 287167        	BPMG  	 14	K0        	04 48 47.549	+09 40 27.52	  23.99	 -44.43	 64.49	   	       	     	      	 9.445	 8.28	 0.0	   	           	  	 	  0	Gaia	2M	HD 287167
076.62531250	-11.04327778	NCM 	HD 32965         	BPMG  	   	K3V       	05 06 30.075	-11 02 35.80	  35.99	 -54.75	 30.54	   	       	-0.90	      	 9.081	 7.51	 1.3	   	           	  	 	  0	Gaia	2M	HD 32965
076.97926667	 +8.40217500	NCM 	TYC 698-538-1    	BPMG  	   	K2        	05 07 55.024	+08 24 07.83	  23.01	 -60.61	 52.87	   	       	     	      	 9.144	 7.27	 0.8	   	           	  	 	  0	Gaia	2M	TYC 698-538-1
076.97983333	 +8.40178333	NCM 	TYC 698-538-2    	BPMG  	 14	(K5)      	05 07 55.160	+08 24 06.42	  18.22	 -60.80	 53.60	   	       	     	      	 9.205	 7.27	 0.8	   	           	  	 	  0	Gaia	2M	TYC 698-538-2
080.16841667	 -5.78656389	NCM 	BD-05 1229       	BPMG  	 14	G5        	05 20 40.420	-05 47 11.63	   9.25	 -36.55	 42.00	   	       	     	      	 8.541	 7.36	 0.9	   	           	  	 	  0	Gaia	2M	BD-05 1229
125.25175833	-52.22788611	NCM 	HD 70703         	CAR   	 14	A0/1V     	08 21 00.422	-52 13 40.39	 -22.11	  19.66	 69.40	   	       	     	      	 6.624	 6.35	 1.1	   	           	  	 	  0	Gaia	2M	HD 70703
089.92595417	-62.14236389	NCM 	TYC 8896-340-1   	CARN  	 26	(K1)      	05 59 42.229	-62 08 32.51	  19.60	  82.76	 55.70	   	       	     	18.340	10.150	 8.73	 0.0	   	           	  	 	  0	Gaia	2M	TYC 8896-340-1
131.59859167	-56.76681667	NCM 	TYC 8577-2627-1  	CARN  	 14	(G8)      	08 46 23.662	-56 46 00.54	 -56.00	  74.60	 60.30	   	       	     	      	 9.742	 8.48	    	   	           	  	 	  0	Gaia	2M	TYC 8577-2627-1
146.06835000	-44.64712500	NCM 	CD-44 5788       	CARN  	  9	K5        	09 44 16.404	-44 38 49.65	 -84.26	  51.57	 56.74	   	       	     	      	 9.527	 8.30	 0.0	   	           	  	 	  0	Gaia	2M	CD-44 5788
154.22170833	-51.16901667	NCM 	HD 297970        	CARN  	 17	K0        	10 16 53.210	-51 10 08.46	 -68.30	  39.31	 69.00	   	       	     	      	 9.905	 8.64	 0.0	   	           	  	 	  0	Gaia	2M	HD 297970
158.26189167	-61.73949722	NCM 	HD 305342        	CARN  	   	K0        	10 33 02.854	-61 44 22.19	 -99.60	  55.60	 47.29	   	       	     	      	 9.681	 8.17	    	   	           	  	 	  0	Gaia	2M	HD 305342
049.58525000	+26.90910000	NCM 	BD+26 537        	COL   	  9	G5        	03 18 20.460	+26 54 32.76	  95.42	 -90.15	 40.77	   	       	     	15.800	 8.638	 7.41	    	   	           	  	 	  0	Gaia	2M	BD+26 537
091.28272500	-21.72521389	NCM 	TYC 5944-411-1   	COL   	   	(G5)      	06 05 07.854	-21 43 30.77	   9.68	  -7.62	 76.30	   	       	     	      	 9.672	 8.58	 0.6	   	           	  	 	  0	Gaia	2M	TYC 5944-411-1
179.99835000	-62.74579722	NCM 	HD 309445        	LCC   	   	G5        	11 59 59.604	-62 44 44.87	 -32.74	  -9.30	120.50	   	       	     	      	10.547	 9.15	 0.3	   	           	  	 	  0	Gaia	2M	HD 309445
185.88410000	-62.67812500	NCM 	TYC 8979-2156-1  	LCC   	   	(K3)      	12 23 32.184	-62 40 41.25	 -37.19	  -9.94	110.40	   	       	     	      	10.902	 9.19	 1.4	   	           	  	 	  0	Gaia	2M	TYC 8979-2156-1
187.25270000	-63.20523889	NCM 	TYC 8979-1618-1  	LCC   	 19	(K8)      	12 29 00.648	-63 12 18.86	 -37.37	 -10.60	101.40	   	       	     	      	10.834	 8.77	 0.0	   	           	  	 	  0	Gaia	2M	TYC 8979-1618-1
065.45799167	-50.00408611	NCM 	HD 27908         	OCT   	 19	G1V       	04 21 49.918	-50 00 14.71	  -0.65	  27.99	115.00	   	       	     	14.226	 8.960	 8.01	 1.0	   	           	  	 	  0	Gaia	2M	HD 27908
086.66962917	-22.73175000	NCM 	HD 38702         	OCT   	 14	F8        	05 46 40.711	-22 43 54.30	 -12.22	  14.43	130.60	   	       	     	      	 9.218	 8.44	 0.8	   	           	  	 	  0	Gaia	2M	HD 38702
090.20850833	-21.94058889	NCM 	HD 40884         	OCT   	 19	A8/9V     	06 00 50.042	-21 56 26.12	 -14.36	   9.83	137.20	   	       	     	      	 8.272	 7.85	 1.2	   	           	  	 	  0	Gaia	2M	HD 40884
096.62468333	-32.24044167	NCM 	CD-32 3040       	OCT   	   	(F6)      	06 26 29.924	-32 14 25.59	 -13.84	  11.57	164.70	   	       	     	      	 9.716	 8.93	 1.0	   	           	  	 	  0	Gaia	2M	CD-32 3040
096.68807500	-43.78857222	NCM 	TYC 7625-1291-1  	OCT   	 19	(G6)      	06 26 45.138	-43 47 18.86	 -25.48	  22.09	108.90	   	       	     	      	10.814	 9.67	 1.0	   	           	  	 	  0	Gaia	2M	TYC 7625-1291-1
096.69749167	-37.23246667	NCM 	HD 45632         	OCT   	 19	A2V       	06 26 47.398	-37 13 56.88	 -14.75	  13.38	150.00	   	       	     	      	 8.056	 7.81	 1.0	   	           	  	 	  0	Gaia	2M	HD 45632
097.45417917	-38.00575278	NCM 	HD 46142         	OCT   	  8	A1V       	06 29 49.003	-38 00 20.71	 -15.23	  13.15	146.90	   	       	     	      	 8.385	 8.07	 1.1	   	           	  	 	  0	Gaia	2M	HD 46142
101.83820000	-38.92122222	NCM 	HD 49592         	OCT   	   	A2V       	06 47 21.168	-38 55 16.40	 -14.63	  12.22	160.60	   	       	     	      	 7.622	 7.40	 0.9	   	           	  	 	  0	Gaia	2M	HD 49592
101.97312083	-36.83485278	NCM 	TYC 7100-1341-1  	OCT   	   	(G5)      	06 47 53.549	-36 50 05.47	 -16.84	  11.53	170.00	   	       	     	      	11.319	10.20	 1.2	   	           	  	 	  0	Gaia	2M	TYC 7100-1341-1
103.99637917	-34.95711389	NCM 	HD 51486         	OCT   	   	A1V       	06 55 59.131	-34 57 25.61	 -14.16	   8.77	190.00	   	       	     	      	 8.315	 8.16	 0.5	   	           	  	 	  0	Gaia	2M	HD 51486
104.07442917	-38.60960556	NCM 	HD 51607         	OCT   	   	A0V       	06 56 17.863	-38 36 34.58	 -15.90	  10.79	169.40	   	       	     	      	 7.701	 7.62	 0.5	   	           	  	 	  0	Gaia	2M	HD 51607
104.46962917	-40.37912222	NCM 	HD 52059         	OCT   	  8	F0V       	06 57 52.711	-40 22 44.84	 -15.46	  10.86	170.50	   	       	     	      	 9.179	 8.58	 0.5	   	           	  	 	  0	Gaia	2M	HD 52059
105.09442083	-25.20161111	NCM 	TYC 6527-1103-1  	OCT   	  9	(G7)      	07 00 22.661	-25 12 05.80	 -18.84	   6.25	167.40	   	       	-0.23	      	11.396	10.18	    	   	           	  	 	  0	Gaia	2M	TYC 6527-1103-1
105.41992083	-36.69178889	NCM 	TYC 7101-1613-1  	OCT   	  8	(G2)      	07 01 40.781	-36 41 30.44	 -17.02	  12.65	156.50	   	       	     	      	10.399	 9.48	    	   	           	  	 	  0	Gaia	2M	TYC 7101-1613-1
108.98292083	-42.49128333	NCM 	CD-42 3089       	OCT   	   	(G3)      	07 15 55.901	-42 29 28.62	 -19.21	   7.85	140.90	   	       	     	      	10.219	 9.22	 1.2	   	           	  	 	  0	Gaia	2M	CD-42 3089
110.95242083	-43.60650556	NCM 	CD-43 3185       	OCT   	 11	(G1)      	07 23 48.581	-43 36 23.42	 -16.80	   9.64	175.70	   	       	     	      	10.295	 9.41	 1.0	   	           	  	 	  0	Gaia	2M	CD-43 3185
111.09072083	-43.20202500	NCM 	HD 58620         	OCT   	 11	F3V       	07 24 21.773	-43 12 07.29	 -16.29	   9.08	189.10	   	       	     	      	 9.586	 8.92	 1.2	   	           	  	 	  0	Gaia	2M	HD 58620
279.47102083	-57.56758333	NCM 	TYC 8753-682-1   	OCT   	   	(G4)      	18 37 53.045	-57 34 03.30	   8.71	  -9.53	235.00	   	       	     	17.900	11.963	10.91	 0.2	   	           	  	 	  0	Gaia	2M	TYC 8753-682-1
286.51492083	-58.15706111	NCM 	HD 176966        	OCT   	 41	F5V       	19 06 03.581	-58 09 25.42	  10.68	  -8.27	219.00	   	       	     	      	 9.756	 9.04	 1.3	   	           	  	 	  0	Gaia	2M	HD 176966
320.57389167	-64.79811111	NCM 	HD 202969        	OCT   	 35	F8/G0V    	21 22 17.734	-64 47 53.20	  30.84	  -4.83	122.10	   	       	     	      	 9.440	 8.64	 1.4	   	           	  	 	  0	Gaia	2M	HD 202969
133.89240833	-54.84288333	NCM 	HD 76717         	PL8   	 14	F3V       	08 55 34.178	-54 50 34.38	 -14.36	  13.55	133.70	   	       	     	      	 8.810	 8.14	 0.7	   	           	  	 	  0	Gaia	2M	HD 76717
136.35974167	-58.92487778	NCM 	HD 78387         	PL8   	 14	A8V       	09 05 26.338	-58 55 29.56	 -15.95	  14.89	134.60	   	       	     	      	 8.429	 7.96	 1.4	   	           	  	 	  0	Gaia	2M	HD 78387
139.17155000	-56.62310278	NCM 	TYC 8591-2056-1  	PL8   	 14	(G2)      	09 16 41.172	-56 37 23.17	 -14.43	  15.39	127.70	   	       	     	      	10.273	 9.36	 1.2	   	           	  	 	  0	Gaia	2M	TYC 8591-2056-1
054.48380000	+21.70915556	NCM 	HD 22510         	TAU   	   	G0        	03 37 56.112	+21 42 32.96	   7.73	 -20.59	120.70	   	       	     	      	 9.123	 8.33	 1.4	   	           	  	 	  0	Gaia	2M	HD 22510
058.55352917	+24.56964722	NCM 	HD 24454         	TAU   	   	G0        	03 54 12.847	+24 34 10.73	  12.40	 -22.84	121.70	   	       	     	      	 9.563	 8.64	 0.3	   	           	  	 	  0	Gaia	2M	HD 24454
059.73986667	+29.82018889	NCM 	HD 281427        	TAU   	   	A7        	03 58 57.568	+29 49 12.68	   5.54	 -13.80	145.30	   	       	     	      	 9.515	 8.35	 1.1	   	           	  	 	  0	Gaia	2M	HD 281427
060.37661667	+19.81081389	NCM 	HD 285279        	TAU   	   	F5        	04 01 30.388	+19 48 38.93	   5.06	 -17.96	144.00	   	       	     	13.829	 9.194	 8.38	 1.0	   	           	  	 	  0	Gaia	2M	HD 285279
060.71359167	+29.03275556	NCM 	HD 281514        	TAU   	   	F8        	04 02 51.262	+29 01 57.92	   4.10	 -19.77	163.00	   	       	     	      	10.936	 9.42	 0.6	   	           	  	 	  0	Gaia	2M	HD 281514
065.29692500	+32.83010556	NCM 	HD 281973        	TAU   	 19	G0        	04 21 11.262	+32 49 48.38	   5.20	 -29.60	128.60	   	       	     	14.144	 9.364	 8.46	 0.3	   	           	  	 	  0	Gaia	2M	HD 281973
065.78605833	+19.20198333	NCM 	TYC 1272-784-1   	TAU   	  8	(K2)      	04 23 08.654	+19 12 07.14	   6.30	 -19.18	120.40	   	       	     	      	11.139	 9.66	 0.8	   	           	  	 	  0	Gaia	2M	TYC 1272-784-1
067.28313333	+18.45497222	NCM 	BD+18 641        	TAU   	  8	G5        	04 29 07.952	+18 27 17.90	   4.60	  -8.57	216.00	   	       	     	      	10.432	 8.82	 1.2	   	           	  	 	  0	Gaia	2M	BD+18 641
067.61453333	+21.95696667	NCM 	HD 284494        	TAU   	   	G5        	04 30 27.488	+21 57 25.08	  -0.27	 -15.18	124.40	   	       	     	      	10.459	 9.39	 0.3	   	           	  	 	  0	Gaia	2M	HD 284494
070.52437500	+23.06010278	NCM 	HD 284658        	TAU   	 19	F5        	04 42 05.850	+23 03 36.37	  -1.12	 -16.10	125.60	   	       	     	      	 8.818	 8.10	 0.3	   	           	  	 	  0	Gaia	2M	HD 284658
072.48807083	+15.53101389	NCM 	HD 30633         	TAU   	   	A3        	04 49 57.137	+15 31 51.65	  -0.61	 -13.72	117.00	   	       	     	12.339	 7.730	 7.31	 0.9	   	           	  	 	  0	Gaia	2M	HD 30633
075.70137083	+23.21157222	NCM 	HD 285147        	TAU   	   	G0        	05 02 48.329	+23 12 41.66	  -4.80	 -15.60	134.50	   	       	     	      	 9.511	 8.73	 1.0	   	           	  	 	  0	Gaia	2M	HD 285147
077.75973333	 +2.74009444	NCM 	HD 287553        	TAU   	   	G0        	05 11 02.336	+02 44 24.34	   3.80	  -7.77	148.70	   	       	     	      	10.332	 8.77	 1.1	   	           	  	 	  0	Gaia	2M	HD 287553
079.12605000	+14.14683333	NCM 	HD 242207        	TAU   	   	F6V       	05 16 30.252	+14 08 48.60	   1.60	 -10.14	127.40	   	       	     	13.412	 9.090	 8.29	 1.3	   	           	  	 	  0	Gaia	2M	HD 242207
083.50866250	+11.34110833	NCM 	HD 244945        	THOR  	   	G0        	05 34 02.079	+11 20 27.99	   9.30	 -25.30	100.80	   	       	     	      	 9.353	 8.45	 0.5	   	           	  	 	  0	Gaia	2M	HD 244945
185.23282083	-38.31183056	NCM 	CD-37 7822       	TWA   	 19	(G7)      	12 20 55.877	-38 18 42.59	 -57.54	 -20.12	 67.80	   	       	     	16.970	 9.835	 8.60	 0.9	   	           	  	 	  0	Gaia	2M	CD-37 7822
225.69184167	-43.30291944	NCM 	TYC 7833-37-1    	UCL   	 19	(G6)      	15 02 46.042	-43 18 10.51	 -18.30	 -18.02	131.00	   	       	     	      	10.996	 9.84	 0.7	   	           	  	 	  0	Gaia	2M	TYC 7833-37-1
226.78274167	-35.63074167	NCM 	HD 133730        	UCL   	  8	F6/7V     	15 07 07.858	-35 37 50.67	 -27.82	 -26.49	125.70	   	       	     	      	 8.949	 8.07	 1.4	   	           	  	 	  0	Gaia	2M	HD 133730
228.25992917	-49.06806111	NCM 	HD 134669        	UCL   	  8	F6/7V     	15 13 02.383	-49 04 05.02	 -20.60	 -18.00	172.00	   	       	     	      	 9.845	 8.62	 0.0	   	           	  	 	  0	Gaia	2M	HD 134669
229.73095000	-44.50039722	NCM 	HD 135849        	UCL   	 14	F5V       	15 18 55.428	-44 30 01.43	 -20.50	 -18.30	153.00	   	       	     	      	 9.630	 8.78	 0.9	   	           	  	 	  0	Gaia	2M	HD 135849
230.00580000	-34.61131111	NCM 	TYC 7321-285-1   	UCL   	  8	(K2)      	15 20 01.392	-34 36 40.72	 -14.40	 -17.49	215.00	   	       	     	      	10.822	 9.31	 1.3	   	           	  	 	  0	Gaia	2M	TYC 7321-285-1
231.05034167	-36.52445278	NCM 	HD 136854        	UCL   	   	F3/5V     	15 24 12.082	-36 31 28.03	 -15.00	 -18.31	156.60	   	       	     	      	 9.663	 8.69	 1.2	   	           	  	 	  0	Gaia	2M	HD 136854
232.96929167	-42.00960278	NCM 	TYC 7844-885-1   	UCL   	 26	(G5)      	15 31 52.630	-42 00 34.57	 -20.50	 -26.83	154.30	   	       	     	      	11.267	10.15	 0.3	   	           	  	 	  0	Gaia	2M	TYC 7844-885-1
238.73690833	-41.59212778	NCM 	TYC 7846-954-1   	UCL   	   	(G8)      	15 54 56.858	-41 35 31.66	 -16.40	 -20.55	186.10	   	       	     	      	11.323	10.06	 1.2	   	           	  	 	  0	Gaia	2M	TYC 7846-954-1
239.38540000	-35.75671944	NCM 	TYC 7341-545-1   	UCL   	 11	(G4)      	15 57 32.496	-35 45 24.19	 -15.80	 -19.70	155.80	   	       	     	      	10.734	 9.70	 0.9	   	           	  	 	  0	Gaia	2M	TYC 7341-545-1
245.56922917	-38.71086667	NCM 	HD 147236        	UCL   	   	G6/8      	16 22 16.615	-38 42 39.12	 -29.60	 -38.10	 84.80	   	       	     	      	10.167	 8.76	 1.4	   	           	  	 	  0	Gaia	2M	HD 147236
251.41995833	-31.04078611	NCM 	HD 150972        	UCL   	 11	G0/2V     	16 45 40.790	-31 02 26.83	 -14.60	 -26.30	137.10	   	       	     	      	 9.478	 8.57	 1.3	   	           	  	 	  0	Gaia	2M	HD 150972
253.73447083	-45.07621944	NCM 	HD 152355        	UCL   	  9	F5V       	16 54 56.273	-45 04 34.39	 -18.81	 -40.70	101.10	   	       	     	      	 8.588	 7.87	 1.0	   	           	  	 	  0	Gaia	2M	HD 152355
255.86982083	-46.45439167	NCM 	HD 153749        	UCL   	  9	G0V       	17 03 28.757	-46 27 15.81	 -11.08	 -36.05	 97.70	   	       	     	      	 9.277	 7.76	 0.9	   	           	  	 	  0	Gaia	2M	HD 153749
256.46127083	-38.25411667	NCM 	HD 322681        	UCL   	 26	K0        	17 05 50.705	-38 15 14.82	  -4.40	 -21.60	207.00	   	       	     	      	 9.945	 8.58	 0.0	   	           	  	 	  0	Gaia	2M	HD 322681
257.37547917	-46.54129444	NCM 	HD 154743        	UCL   	 29	F0V       	17 09 30.115	-46 32 28.66	 -12.74	 -29.53	132.20	   	       	     	      	 8.697	 8.06	 0.0	   	           	  	 	  0	Gaia	2M	HD 154743
259.82914167	-37.51103889	NCM 	TYC 7870-216-1   	UCL   	 29	(K4)      	17 19 18.994	-37 30 39.74	  -6.30	 -22.80	200.00	   	       	     	      	12.046	10.18	 0.0	   	           	  	 	  0	Gaia	2M	TYC 7870-216-1
240.48525833	-21.61785000	NCM 	TYC 6212-1023-1  	USCO  	   	(K2)      	16 01 56.462	-21 37 04.26	 -12.00	 -23.45	145.00	   	       	     	      	10.597	 9.02	    	   	           	  	 	  0	Gaia	2M	TYC 6212-1023-1
241.70952083	-23.11166944	NCM 	TYC 6780-773-1   	USCO  	  9	(K1)      	16 06 50.285	-23 06 42.01	  -6.80	 -20.03	165.40	   	       	     	      	 9.944	 8.51	 0.7	   	           	  	 	  0	Gaia	2M	TYC 6780-773-1
080.14599167	+24.10902500	NCM 	HD 34718         	118TAU	   	F5        	05 20 35.038	+24 06 32.49	   2.43	 -45.08	 87.20	   	       	     	      	 8.673	 7.83	 0.0	   	           	  	 	  0	Gaia	2M	HD 34718
056.56197917	+17.15231389	RCCM	2M0346+1709      	ABDMG 	 22	K4/5      	03 46 14.875	+17 09 08.33	  47.23	-113.02	 53.02	 20	       	 0.16	19.210	10.669	 9.00	    	 42	Nonmember  	  	 	  0	Gaia	2M	2MASS J03461483+1709101
024.39850000	 -6.76083333	RCCM	EX Cet           	BPMG  	 43	G9Vk      	01 37 35.640	-06 45 39.00	 171.90	 -98.17	 23.96	   	 11.706	-0.30	13.960	 7.394	 6.22	 0.0	 44	HLY        	  	 	  0	Gaia	2M	EX Cet
275.96335833	-19.50485000	RCCM	HD 313300        	BPMG  	 26	K0        	18 23 51.206	-19 30 17.46	   7.76	 -49.47	 79.80	   	       	     	      	10.304	 8.32	 0.0	 45	Trumpler 33	  	 	  0	Gaia	2M	HD 313300
082.64223750	+32.65593611	RCCM	HD 244198        	COL   	 14	K0        	05 30 34.137	+32 39 21.37	  31.02	 -77.44	 59.90	   	       	     	      	10.054	 7.98	    	 45	HYA        	  	 	  0	Gaia	2M	HD 244198
161.59365833	-61.22714444	RCCM	TYC 8957-871-1   	LCC   	 46	(K5)      	10 46 22.478	-61 13 37.72	 -33.40	   2.38	 99.90	   	       	     	      	11.135	 9.12	 1.9	 45	Nonmember  	  	 	  0	Gaia	2M	TYC 8957-871-1
171.74490833	-69.04679444	RCCM	HD 99644         	LCC   	 26	A3III/IV  	11 26 58.778	-69 02 48.46	 -28.53	   7.21	119.40	   	       	     	      	 8.055	 7.64	 2.4	 45	Sco-Cen    	  	 	  0	Gaia	2M	HD 99644
